drug_impact	dose	impact_category	assay	avg_precision	no_of_replicates	matching_score
calcium channel blocker	10 uM	MOA	L1000	0.0216816621805007	15	0.045194278192266145
pi3k inhibitor	0.37 uM	MOA	L1000	0.0215628745938792	7	0.05940294023887514
cannabinoid receptor agonist	0.04 uM	MOA	L1000	0.0215314950995484	3	-0.09476375191215983
sigma receptor antagonist	1.11 uM	MOA	L1000	0.0212228129674052	3	0.07489145175456917
adrenergic receptor agonist	0.04 uM	MOA	L1000	0.0210755460321735	20	0.023120714874278935
gamma secretase inhibitor	10 uM	MOA	L1000	0.0210405528732387	7	0.09006422823922418
cdk inhibitor	0.37 uM	MOA	L1000	0.0208119358238567	7	0.05664369991021196
egfr inhibitor	0.12 uM	MOA	L1000	0.0200004599410636	13	0.10566933659063288
gamma secretase inhibitor	3.33 uM	MOA	L1000	0.0192193740851563	7	0.08641377884094295
alk tyrosine kinase receptor inhibitor	10 uM	MOA	L1000	0.0188886608040723	3	0.07094741076511718
angiotensin receptor antagonist	0.12 uM	MOA	L1000	0.0186291519429901	4	0.03755299043815272
bacterial dna gyrase inhibitor	0.37 uM	MOA	L1000	0.0186089602288481	11	0.0804900896662264
calcium channel blocker	0.04 uM	MOA	L1000	0.0184780468959774	15	0.037350027101995545
bacterial dna gyrase inhibitor	0.04 uM	MOA	L1000	0.0182004562987779	11	0.04141624525593326
sigma receptor antagonist	0.04 uM	MOA	L1000	0.0178598583580703	3	-0.21283924807703106
gamma secretase inhibitor	1.11 uM	MOA	L1000	0.0174888151851045	7	0.07013395177982418
sodium channel blocker	0.04 uM	MOA	L1000	0.0169651667329219	11	0.05456462501098568
nitric oxide synthase inhibitor	10 uM	MOA	L1000	0.0169346888585823	4	0.09748689290186446
serotonin receptor agonist	0.37 uM	MOA	L1000	0.0167411454544927	12	0.04308506005845475
calcium channel blocker	3.33 uM	MOA	L1000	0.0166943628445286	15	0.02926712275507572
rho associated kinase inhibitor	1.11 uM	MOA	L1000	0.0164727786840375	6	0.04546073768773678
bacterial dna gyrase inhibitor	1.11 uM	MOA	L1000	0.0164557235206529	11	0.0259133064902528
ppar receptor agonist|insulin sensitizer	0.12 uM	MOA	L1000	0.0162255012750741	3	-0.009472130398666376
calcium channel blocker	1.11 uM	MOA	L1000	0.0162107765924851	15	0.02265287871244174
sodium channel blocker	10 uM	MOA	L1000	0.0161856407330551	11	0.03464114269377532
progesterone receptor agonist	3.33 uM	MOA	L1000	0.015825709128012	7	0.0359240806465778
vegfr inhibitor	10 uM	MOA	L1000	0.015757239741806	4	0.20163889882295036
rho associated kinase inhibitor	0.04 uM	MOA	L1000	0.0156817124496466	6	-0.01842980189280403
serotonin reuptake inhibitor	0.04 uM	MOA	L1000	0.0155118006954159	4	0.06021187199172311
bacterial cell wall synthesis inhibitor	0.12 uM	MOA	L1000	0.0155095842009205	14	0.02122689985874138
bacterial dna gyrase inhibitor	0.12 uM	MOA	L1000	0.0153345513410175	11	0.053698094543807334
gaba receptor agonist	1.11 uM	MOA	L1000	0.0152508952687097	3	0.19088251594466651
bacterial cell wall synthesis inhibitor	10 uM	MOA	L1000	0.015179025957935	14	0.03633978678294462
sodium channel blocker	1.11 uM	MOA	L1000	0.0151657829637229	11	0.09385420551232046
microtubule inhibitor	0.12 uM	MOA	L1000	0.0151040618374422	3	0.11872533771164354
tachykinin antagonist	0.04 uM	MOA	L1000	0.0149881172028952	6	0.01979742096727719
bacterial cell wall synthesis inhibitor	0.37 uM	MOA	L1000	0.0149268200696131	14	0.040584903108945476
microtubule inhibitor	10 uM	MOA	L1000	0.0146811796340497	3	0.0916411471765792
calcium channel blocker	0.37 uM	MOA	L1000	0.0145449255602783	15	0.004864839856345625
adenosine receptor agonist	10 uM	MOA	L1000	0.0144981556870866	3	0.12269649349620604
serotonin receptor agonist	0.04 uM	MOA	L1000	0.0144760915217734	12	0.006808932132952777
serotonin receptor agonist	10 uM	MOA	L1000	0.014448223800154	12	-9.121108058106341e-4
ppar receptor agonist	0.37 uM	MOA	L1000	0.0144328547750876	3	0.02574250945160788
serotonin receptor agonist	3.33 uM	MOA	L1000	0.0142412968908922	12	0.021203531740546455
rna polymerase inhibitor	0.12 uM	MOA	L1000	0.0142223736247477	7	0.04169591785569699
aromatase inhibitor	0.04 uM	MOA	L1000	0.014105808886186	3	0.005931244726920643
sterol demethylase inhibitor	10 uM	MOA	L1000	0.0140956878617777	7	0.04112280736613907
prostanoid receptor agonist	1.11 uM	MOA	L1000	0.0140781609921213	3	0.08870219022110651
calcium channel blocker	0.12 uM	MOA	L1000	0.0140596221380409	15	0.00879050100623971
tubulin inhibitor	0.04 uM	MOA	L1000	0.0140025451828014	8	0.08910115071583247
sodium channel blocker	0.12 uM	MOA	L1000	0.0138855334018108	11	0.01999062119935892
raf inhibitor	10 uM	MOA	L1000	0.0137823514171769	5	0.02362857697285956
serotonin receptor agonist	1.11 uM	MOA	L1000	0.0137496576212247	12	0.022699154652504057
sodium channel blocker	3.33 uM	MOA	L1000	0.0136561413182235	11	0.04485901524059088
nucleoside reverse transcriptase inhibitor	0.04 uM	MOA	L1000	0.0136494569182833	4	0.06901797296356074
pi3k inhibitor	0.12 uM	MOA	L1000	0.0136363739710237	7	0.03467500251214963
vitamin d receptor agonist	1.11 uM	MOA	L1000	0.0134862453839361	5	0.1475930621958427
bacterial dna gyrase inhibitor	3.33 uM	MOA	L1000	0.0133066292467446	11	0.02961806721781904
bacterial cell wall synthesis inhibitor	3.33 uM	MOA	L1000	0.0133027998376886	14	0.028431287516784007
hcv inhibitor	10 uM	MOA	L1000	0.0132966512911246	7	0.11027916645235641
t-type calcium channel blocker	10 uM	MOA	L1000	0.0132246527105948	3	0.09875010725945532
serotonin receptor agonist	0.12 uM	MOA	L1000	0.0131782986042534	12	-0.005439137818789814
sodium channel blocker	0.37 uM	MOA	L1000	0.0131665921062057	11	0.053092827307424706
potassium channel blocker	0.04 uM	MOA	L1000	0.0131037938996541	4	0.19284139319325985
calcitonin antagonist	0.04 uM	MOA	L1000	0.0130717418806243	3	0.11285356659501697
vitamin d receptor agonist	10 uM	MOA	L1000	0.0130681912397599	5	0.10035780478219135
retinoid receptor agonist	10 uM	MOA	L1000	0.0130020298503854	6	0.11855969044004806
progesterone receptor agonist	10 uM	MOA	L1000	0.0129946619117877	7	0.08272017347874526
egfr inhibitor	0.04 uM	MOA	L1000	0.0129885524752873	13	0.03209830980265936
bacterial cell wall synthesis inhibitor	0.04 uM	MOA	L1000	0.0129318043503904	14	0.018874742089081693
tachykinin antagonist	0.12 uM	MOA	L1000	0.0128843600485549	6	0.005904452600565936
fgfr inhibitor|vegfr inhibitor	0.04 uM	MOA	L1000	0.0128471566329717	3	0.061428586238253036
bacterial cell wall synthesis inhibitor	1.11 uM	MOA	L1000	0.0128407731868962	14	0.043570314134774274
p38 mapk inhibitor	1.11 uM	MOA	L1000	0.0127485785428945	6	0.09762720315564047
pi3k inhibitor	0.04 uM	MOA	L1000	0.0125775408391323	7	0.024469015982466414
dopamine receptor agonist	0.12 uM	MOA	L1000	0.0124906468831557	9	0.02713017067237842
cc chemokine receptor antagonist	0.04 uM	MOA	L1000	0.0124557825148145	7	0.0353250036195248
dopamine receptor agonist	3.33 uM	MOA	L1000	0.0124386232945364	9	0.046257335505358745
rho associated kinase inhibitor	0.37 uM	MOA	L1000	0.0123775615130177	6	0.021020006211365173
rho associated kinase inhibitor	0.12 uM	MOA	L1000	0.0122332223095559	6	-0.01007363074046483
ppar receptor agonist|insulin sensitizer	10 uM	MOA	L1000	0.0122119875357096	3	0.11174985097311456
acetylcholine receptor agonist	1.11 uM	MOA	L1000	0.0121931767558626	8	0.02141319658581414
progesterone receptor agonist	1.11 uM	MOA	L1000	0.0121495917748192	7	0.055558685032929045
dna methyltransferase inhibitor	10 uM	MOA	L1000	0.0119195359848542	3	0.10183403842137403
dna inhibitor	10 uM	MOA	L1000	0.0118779660595445	5	0.019852527480908787
bacterial 30s ribosomal subunit inhibitor	0.04 uM	MOA	L1000	0.0117794981855656	5	0.012782180961460946
bacterial dna gyrase inhibitor	10 uM	MOA	L1000	0.0115893795976312	11	0.010146279381059185
prostanoid receptor antagonist	0.12 uM	MOA	L1000	0.0115433288687371	3	0.06398913127998854
leukotriene receptor antagonist	1.11 uM	MOA	L1000	0.0115243299793398	4	0.030766334694953608
adenosine receptor antagonist	0.04 uM	MOA	L1000	0.0115170361248573	4	0.012554783865449313
androgen receptor modulator	10 uM	MOA	L1000	0.0114887852630618	3	-0.04501424741922282
vegfr inhibitor	3.33 uM	MOA	L1000	0.011441511593615	4	0.08019244407248291
dna methyltransferase inhibitor	0.37 uM	MOA	L1000	0.0114412298466349	3	0.10738676571128174
opioid receptor antagonist	3.33 uM	MOA	L1000	0.0112482430071514	4	0.027800222166172776
angiotensin receptor antagonist	0.37 uM	MOA	L1000	0.0110972894664582	4	0.061035841192708065
calcineurin inhibitor	1.11 uM	MOA	L1000	0.0110839426904745	3	-0.03140275685947613
prostanoid receptor antagonist	1.11 uM	MOA	L1000	0.0110583213845375	3	0.041296714010879434
vitamin d receptor agonist	3.33 uM	MOA	L1000	0.0110527122143976	5	0.121867163117868
prostanoid receptor agonist	3.33 uM	MOA	L1000	0.0110081213090887	3	0.08095125650500652
opioid receptor antagonist	0.12 uM	MOA	L1000	0.0109664823299803	4	0.07004623243517319
dopamine receptor agonist	10 uM	MOA	L1000	0.0109117684623042	9	0.04125166252358133
glucosidase inhibitor	1.11 uM	MOA	L1000	0.0107265259281476	3	0.014461975657872017
angiotensin converting enzyme inhibitor	10 uM	MOA	L1000	0.0107251108534311	8	0.03329345170658157
nitric oxide synthase inhibitor	3.33 uM	MOA	L1000	0.0107219201915716	4	0.025051341195698813
p38 mapk inhibitor	3.33 uM	MOA	L1000	0.010711119090514	6	0.11982435932822233
dopamine receptor agonist	0.04 uM	MOA	L1000	0.0106938455252664	9	0.02980641594087593
acetylcholine receptor agonist	0.37 uM	MOA	L1000	0.0106002686746199	8	0.11547448476683238
androgen receptor antagonist	10 uM	MOA	L1000	0.0105840123151646	5	0.011817158516945802
p38 mapk inhibitor	10 uM	MOA	L1000	0.0105082341722884	6	0.11791941128702568
glutamate receptor modulator	0.37 uM	MOA	L1000	0.010469071767659	3	0.10833752187274708
akt inhibitor	0.12 uM	MOA	L1000	0.0104179646826504	6	0.03934795472059296
hcv inhibitor	0.12 uM	MOA	L1000	0.0103179496676758	7	0.08584312345252189
cdk inhibitor	0.12 uM	MOA	L1000	0.0103040439068255	7	-0.020038867136224662
potassium channel activator	0.04 uM	MOA	L1000	0.0103035788285554	6	-0.00863491818184327
ppar receptor agonist	10 uM	MOA	L1000	0.0102870128731748	3	0.04624928039290923
angiotensin receptor antagonist	10 uM	MOA	L1000	0.0102804126253094	4	0.04584598537425618
nucleoside reverse transcriptase inhibitor	0.37 uM	MOA	L1000	0.0102466285376793	4	0.05205264954746275
atpase inhibitor	1.11 uM	MOA	L1000	0.0102120040647504	3	0.032966020097411404
selective serotonin reuptake inhibitor (ssri)	10 uM	MOA	L1000	0.0101888038304142	4	0.07631190466928789
vegfr inhibitor	1.11 uM	MOA	L1000	0.0101681383865284	4	-0.019290270276481024
rho associated kinase inhibitor	3.33 uM	MOA	L1000	0.0100441086911171	6	0.023865918254407464
angiotensin receptor antagonist	3.33 uM	MOA	L1000	0.0100099754986594	4	0.042994518290356984
jak inhibitor	0.37 uM	MOA	L1000	0.00996010624572123	5	0.015579314696136794
alk tyrosine kinase receptor inhibitor	1.11 uM	MOA	L1000	0.0099477896970557	3	0.13171619186362218
prostanoid receptor antagonist	3.33 uM	MOA	L1000	0.00993942741720872	3	0.0826010775623596
dopamine receptor agonist	0.37 uM	MOA	L1000	0.00993176196085037	9	0.04468421692716075
retinoid receptor agonist	3.33 uM	MOA	L1000	0.00989278349215897	6	0.06468351096203731
dopamine receptor agonist	1.11 uM	MOA	L1000	0.00982805900045826	9	0.04142001875149691
raf inhibitor	1.11 uM	MOA	L1000	0.00981818766458296	5	0.03094780701776595
ppar receptor agonist|insulin sensitizer	0.37 uM	MOA	L1000	0.00980366012003193	3	-0.060697814488903164
benzodiazepine receptor agonist	10 uM	MOA	L1000	0.00977957724296316	7	0.06598095506490761
vegfr inhibitor	0.04 uM	MOA	L1000	0.0097621978987996	4	-0.008459023876866194
angiotensin receptor antagonist	0.04 uM	MOA	L1000	0.00967150201398168	4	0.08968765630080197
bacterial 30s ribosomal subunit inhibitor	1.11 uM	MOA	L1000	0.00966479467182649	5	0.017643319556959077
tachykinin antagonist	1.11 uM	MOA	L1000	0.00963301323625158	6	0.03159535868383164
glucosidase inhibitor	0.37 uM	MOA	L1000	0.00960872525227893	3	0.02546952556127463
fgfr inhibitor|vegfr inhibitor	1.11 uM	MOA	L1000	0.00951362955372636	3	0.04930513876012352
angiotensin converting enzyme inhibitor	0.37 uM	MOA	L1000	0.0095065887072586	8	0.07376114822202305
akt inhibitor	1.11 uM	MOA	L1000	0.00944499839789822	6	0.07723477528471633
androgen receptor modulator	3.33 uM	MOA	L1000	0.00942651851962103	3	0.051490557807606835
rna polymerase inhibitor	0.37 uM	MOA	L1000	0.00941619428554809	7	0.0504442957807412
fgfr inhibitor|vegfr inhibitor	0.12 uM	MOA	L1000	0.00930559327187695	3	0.0635991419685128
ppar receptor agonist|insulin sensitizer	1.11 uM	MOA	L1000	0.00923934600359196	3	0.07138509460049354
p38 mapk inhibitor	0.12 uM	MOA	L1000	0.0091808429510632	6	0.1053813340644428
rna polymerase inhibitor	0.04 uM	MOA	L1000	0.0091417685408588	7	0.04118885161138401
fgfr inhibitor|vegfr inhibitor	3.33 uM	MOA	L1000	0.00901163558707075	3	0.024306965691746982
nfkb pathway inhibitor	0.04 uM	MOA	L1000	0.00898956111750472	4	0.04729726379384144
free radical scavenger	10 uM	MOA	L1000	0.0089852988975319	4	0.11833881262191717
tachykinin antagonist	3.33 uM	MOA	L1000	0.00897087408120332	6	0.061084966176482285
sterol demethylase inhibitor	0.04 uM	MOA	L1000	0.00892476826924964	7	0.05313029804854559
raf inhibitor	0.12 uM	MOA	L1000	0.00891650885907729	5	0.05544394458991879
sterol demethylase inhibitor	0.37 uM	MOA	L1000	0.00890861828862997	7	0.033151914193085365
dna methyltransferase inhibitor	1.11 uM	MOA	L1000	0.00890414429520394	3	0.06672112931312553
fgfr inhibitor|vegfr inhibitor	10 uM	MOA	L1000	0.00886604888699005	3	-0.049411384908386626
vegfr inhibitor	0.37 uM	MOA	L1000	0.008865176608533	4	0.017870862605844133
acetylcholine receptor agonist	0.12 uM	MOA	L1000	0.00877394549619673	8	0.10347940180786444
selective serotonin reuptake inhibitor (ssri)	3.33 uM	MOA	L1000	0.00873129021393966	4	-0.02064880829952551
angiotensin converting enzyme inhibitor	3.33 uM	MOA	L1000	0.00866010169679121	8	0.06276861129504682
calcineurin inhibitor	10 uM	MOA	L1000	0.00862844509110069	3	0.19111757136250068
dna synthesis inhibitor	3.33 uM	MOA	L1000	0.00860180244645714	7	0.010465672219474613
tachykinin antagonist	10 uM	MOA	L1000	0.00858411481017673	6	0.03912835956385511
bacterial 50s ribosomal subunit inhibitor	0.04 uM	MOA	L1000	0.00853746400393856	5	0.037527804504596786
benzodiazepine receptor agonist	3.33 uM	MOA	L1000	0.0084841173273451	7	0.024540690653782893
ppar receptor agonist|insulin sensitizer	0.04 uM	MOA	L1000	0.00843167788251823	3	-0.02102779143654862
sterol demethylase inhibitor	1.11 uM	MOA	L1000	0.00839976893279147	7	0.033789712974655335
prostanoid receptor antagonist	10 uM	MOA	L1000	0.00836158123215933	3	-0.020750541564280543
aromatase inhibitor	10 uM	MOA	L1000	0.00834967122017583	3	0.03099488440619807
acetylcholine receptor agonist	0.04 uM	MOA	L1000	0.00827799891623567	8	0.015122660302234282
angiotensin converting enzyme inhibitor	0.12 uM	MOA	L1000	0.00827502993458758	8	0.028162796521666502
vegfr inhibitor	0.12 uM	MOA	L1000	0.00825867608784431	4	-0.006830478924389545
nitric oxide synthase inhibitor	0.04 uM	MOA	L1000	0.00824804848557821	4	0.027122592739717108
tachykinin antagonist	0.37 uM	MOA	L1000	0.0082196961173302	6	0.0862996173902767
bacterial 30s ribosomal subunit inhibitor	10 uM	MOA	L1000	0.00815573621380465	5	0.07500479134710147
reverse transcriptase inhibitor	0.04 uM	MOA	L1000	0.00811188837604246	3	0.047825043503045485
t-type calcium channel blocker	3.33 uM	MOA	L1000	0.00810493757382593	3	0.09682137373212375
coagulation factor inhibitor	0.12 uM	MOA	L1000	0.00810444170656299	4	0.13684259420354622
acetylcholine receptor agonist	3.33 uM	MOA	L1000	0.0081036167351817	8	0.02295835939686315
bcl inhibitor	3.33 uM	MOA	L1000	0.00810168426401156	3	-0.022164481110014622
retinoid receptor agonist	1.11 uM	MOA	L1000	0.0080672108143383	6	0.08339690059467542
nucleoside reverse transcriptase inhibitor	1.11 uM	MOA	L1000	0.00797922492109996	4	0.06928657060812528
mucolytic agent	1.11 uM	MOA	L1000	0.00797386366517099	3	0.04754198207943623
prostanoid receptor antagonist	0.37 uM	MOA	L1000	0.00795608284353804	3	0.01234077642498389
non-nucleoside reverse transcriptase inhibitor	10 uM	MOA	L1000	0.00791996677416633	4	0.07005199784482724
opioid receptor agonist	0.37 uM	MOA	L1000	0.00789615909937117	3	0.165170293422912
benzodiazepine receptor agonist	0.12 uM	MOA	L1000	0.00784701724712679	7	0.0451692983681407
cc chemokine receptor antagonist	0.37 uM	MOA	L1000	0.00781212978709068	7	0.011877482421851854
free radical scavenger	1.11 uM	MOA	L1000	0.00779651154939395	4	0.15367578361343803
bacterial 30s ribosomal subunit inhibitor	0.37 uM	MOA	L1000	0.00779640173072981	5	0.06575595101850996
raf inhibitor	3.33 uM	MOA	L1000	0.0077666788547109	5	0.02221042222773787
angiotensin converting enzyme inhibitor	1.11 uM	MOA	L1000	0.00776487242671802	8	0.061442952870074286
cannabinoid receptor agonist	3.33 uM	MOA	L1000	0.00776105054486577	3	0.06895893893862332
monoamine oxidase inhibitor	0.12 uM	MOA	L1000	0.0077193562840211	6	0.057334238488581164
progesterone receptor agonist	0.12 uM	MOA	L1000	0.00770309404882178	7	0.01287752414220439
gamma secretase inhibitor	0.04 uM	MOA	L1000	0.00761092423366809	7	0.03031974874698196
proteasome inhibitor	0.04 uM	MOA	L1000	0.00756923710944288	4	0.06035202811011936
p38 mapk inhibitor	0.04 uM	MOA	L1000	0.00753859767217162	6	0.06408942916359599
progesterone receptor agonist	0.37 uM	MOA	L1000	0.00750411265347631	7	0.027397596509638283
nucleoside reverse transcriptase inhibitor	0.12 uM	MOA	L1000	0.00750150236382157	4	-0.09818617114792495
selective serotonin reuptake inhibitor (ssri)	1.11 uM	MOA	L1000	0.00748667034595213	4	0.014298832690807024
progesterone receptor agonist	0.04 uM	MOA	L1000	0.00745332950954335	7	0.019877764301689006
bacterial 30s ribosomal subunit inhibitor	0.12 uM	MOA	L1000	0.00739671525407971	5	0.0028731373603143135
vasopressin receptor antagonist	10 uM	MOA	L1000	0.00739150644983856	4	0.013339025945210326
benzodiazepine receptor agonist	1.11 uM	MOA	L1000	0.00738340912168876	7	0.038756934791088986
hmgcr inhibitor	1.11 uM	MOA	L1000	0.00730552405017935	5	0.053557734891859825
rna polymerase inhibitor	1.11 uM	MOA	L1000	0.00730406437215212	7	0.02399513137443647
atpase inhibitor	10 uM	MOA	L1000	0.00730234105607488	3	0.019841602398167697
cc chemokine receptor antagonist	3.33 uM	MOA	L1000	0.00728088255461091	7	0.03381347885565456
ppar receptor agonist|insulin sensitizer	3.33 uM	MOA	L1000	0.00725440018926969	3	0.04310699419794895
raf inhibitor	0.37 uM	MOA	L1000	0.00723446029828934	5	0.04958914559668999
fgfr inhibitor|vegfr inhibitor	0.37 uM	MOA	L1000	0.00722552232749394	3	-0.2148182900077483
p38 mapk inhibitor	0.37 uM	MOA	L1000	0.00722013806277709	6	0.09200854601649366
purinergic receptor antagonist	10 uM	MOA	L1000	0.00721118749215772	3	0.028335626156234136
coagulation factor inhibitor	3.33 uM	MOA	L1000	0.00720604692822022	4	0.049274788261094084
acetylcholine receptor agonist	10 uM	MOA	L1000	0.00716937770033662	8	-6.884150373137423e-4
androgen receptor antagonist	3.33 uM	MOA	L1000	0.00709663804341452	5	0.011207307494119158
benzodiazepine receptor agonist	0.04 uM	MOA	L1000	0.00709652368872905	7	0.04971988127303205
prostanoid receptor agonist	0.37 uM	MOA	L1000	0.00708001519834813	3	0.032435038618501395
adenosine receptor antagonist	0.12 uM	MOA	L1000	0.00707218208814603	4	0.07159006676259663
benzodiazepine receptor agonist	0.37 uM	MOA	L1000	0.00705375961621197	7	0.01324778684726673
tyrosine kinase inhibitor	0.04 uM	MOA	L1000	0.00701533204257087	4	0.042087530807561446
gamma secretase inhibitor	0.12 uM	MOA	L1000	0.00693900170491826	7	0.011757649346355542
integrin antagonist	0.12 uM	MOA	L1000	0.00691560780275997	5	0.04665596133809101
rna polymerase inhibitor	10 uM	MOA	L1000	0.00690228026330805	7	0.014617272583088842
potassium channel activator	0.37 uM	MOA	L1000	0.0068993755429508	6	0.013765722895255204
free radical scavenger	3.33 uM	MOA	L1000	0.00688184557185168	4	0.06951070467948137
hcv inhibitor	3.33 uM	MOA	L1000	0.00688134312917683	7	-0.016845951143181333
cc chemokine receptor antagonist	0.12 uM	MOA	L1000	0.00685114346652046	7	0.029103631015149133
opioid receptor agonist	0.12 uM	MOA	L1000	0.00685080780135819	3	0.056881424936340505
calcineurin inhibitor	0.37 uM	MOA	L1000	0.00684738090519982	3	0.11719200654902422
ppar receptor agonist	1.11 uM	MOA	L1000	0.00681806786283644	3	0.16889207843780843
integrin antagonist	0.37 uM	MOA	L1000	0.00679931323738489	5	0.0015912531837799686
raf inhibitor	0.04 uM	MOA	L1000	0.00679555215885342	5	0.06372803005423808
insulin secretagogue	1.11 uM	MOA	L1000	0.00675567644007007	4	0.07915869042248432
reverse transcriptase inhibitor	10 uM	MOA	L1000	0.00674023158658246	3	0.01748238613793398
free radical scavenger	0.12 uM	MOA	L1000	0.00668046927046758	4	0.014605652620688673
free radical scavenger	0.04 uM	MOA	L1000	0.00665300560500715	4	0.07836164013257657
hcv inhibitor	0.04 uM	MOA	L1000	0.0066301359756652	7	0.04830205826337853
insulin secretagogue	0.37 uM	MOA	L1000	0.00660549076143734	4	0.09449021544097844
tyrosine kinase inhibitor	0.37 uM	MOA	L1000	0.00657384855142854	4	0.062255210749596335
retinoid receptor agonist	0.04 uM	MOA	L1000	0.00656192890480162	6	0.062418277215671336
coagulation factor inhibitor	0.37 uM	MOA	L1000	0.00655804669057671	4	0.04707096664433465
estrogen receptor agonist	1.11 uM	MOA	L1000	0.0065564077972547	6	0.00604494467020873
ppar receptor agonist	0.04 uM	MOA	L1000	0.00653765787169145	3	0.09154583646303617
vitamin d receptor agonist	0.12 uM	MOA	L1000	0.00650767625990865	5	0.0637653511663383
opioid receptor antagonist	0.37 uM	MOA	L1000	0.00646635253312063	4	0.054687288233620054
acat inhibitor	10 uM	MOA	L1000	0.00645927735148069	3	-0.05354170566112717
prostanoid receptor agonist	0.12 uM	MOA	L1000	0.00644479888252255	3	0.06656520991043777
leukotriene receptor antagonist	3.33 uM	MOA	L1000	0.00643853203897364	4	0.01199011117902564
gaba receptor agonist	10 uM	MOA	L1000	0.00642209045099956	3	0.05816697004559856
vasopressin receptor antagonist	0.37 uM	MOA	L1000	0.00639902017779328	4	0.03414805678189785
nfkb pathway inhibitor	3.33 uM	MOA	L1000	0.00630159893622228	4	-0.005583963062682336
parp inhibitor	0.12 uM	MOA	L1000	0.00628344235179254	5	0.07697220629074734
opioid receptor antagonist	0.04 uM	MOA	L1000	0.006281994787713	4	0.07450035494766855
rna polymerase inhibitor	3.33 uM	MOA	L1000	0.00627116533235664	7	0.012227959356909174
glutamate receptor agonist	0.37 uM	MOA	L1000	0.0062689429007643	4	0.10633892431437808
parp inhibitor	10 uM	MOA	L1000	0.00624743497744372	5	-0.01679598406704607
opioid receptor agonist	3.33 uM	MOA	L1000	0.00624347397750174	3	-0.0204701803227343
pkc inhibitor	0.12 uM	MOA	L1000	0.00624340598410185	4	0.08826077379285766
jak inhibitor	10 uM	MOA	L1000	0.00619478446203284	5	0.018378435415352085
xiap inhibitor	0.12 uM	MOA	L1000	0.00619367441998124	3	0.04332418042907737
retinoid receptor agonist	0.37 uM	MOA	L1000	0.006193449064906	6	0.06992753830578531
bacterial 50s ribosomal subunit inhibitor	0.37 uM	MOA	L1000	0.00615968726671225	5	0.06572889292115647
opioid receptor antagonist	10 uM	MOA	L1000	0.00613913407889335	4	0.030481824617702775
vitamin d receptor agonist	0.37 uM	MOA	L1000	0.00613353364226202	5	0.08062609749283409
dna synthesis inhibitor	0.12 uM	MOA	L1000	0.00611854728811802	7	0.032541985366058755
endothelin receptor antagonist	0.04 uM	MOA	L1000	0.00609921576403809	4	0.058533275657778966
dna synthesis inhibitor	0.37 uM	MOA	L1000	0.00609412616163434	7	0.03976645056963363
dna synthesis inhibitor	0.04 uM	MOA	L1000	0.00607737815750069	7	0.03550126678899226
leukotriene receptor antagonist	0.37 uM	MOA	L1000	0.00606962117359354	4	0.02570035448287849
hiv integrase inhibitor	0.04 uM	MOA	L1000	0.00606485790200608	3	0.16876177849231633
bacterial 50s ribosomal subunit inhibitor	10 uM	MOA	L1000	0.00603753879321688	5	0.04113822219096011
vasopressin receptor antagonist	3.33 uM	MOA	L1000	0.00602067548500708	4	0.05991861446871566
dna synthesis inhibitor	1.11 uM	MOA	L1000	0.00600720846695846	7	0.0214956048339116
monoamine oxidase inhibitor	10 uM	MOA	L1000	0.00594712859113345	6	0.0459626387119386
sterol demethylase inhibitor	0.12 uM	MOA	L1000	0.00593058887893424	7	0.009273612948439001
chelating agent	0.37 uM	MOA	L1000	0.00591866494670928	4	0.01093597257639961
non-nucleoside reverse transcriptase inhibitor	1.11 uM	MOA	L1000	0.00591324467915835	4	0.06489054102170365
angiotensin converting enzyme inhibitor	0.04 uM	MOA	L1000	0.00590408937632601	8	-0.0014904296295823525
monoamine oxidase inhibitor	1.11 uM	MOA	L1000	0.0058889197273279	6	0.03316720082788768
potassium channel activator	0.12 uM	MOA	L1000	0.00588336415256925	6	-0.005177096403072501
carbonic anhydrase inhibitor	1.11 uM	MOA	L1000	0.0058710739417897	5	-0.04471470890846327
integrin antagonist	0.04 uM	MOA	L1000	0.00586324347964309	5	0.031415297388940146
parp inhibitor	0.37 uM	MOA	L1000	0.00585663224129413	5	0.012176070400723053
dna methyltransferase inhibitor	3.33 uM	MOA	L1000	0.00584599909415445	3	0.050448477556154864
leukotriene receptor antagonist	0.04 uM	MOA	L1000	0.00583551089785768	4	0.06655194146439868
angiotensin receptor antagonist	1.11 uM	MOA	L1000	0.005825372249482	4	0.022926283133674473
nfkb pathway inhibitor	0.37 uM	MOA	L1000	0.00582482973683695	4	0.0036699105296346627
potassium channel activator	1.11 uM	MOA	L1000	0.00577549808251828	6	0.024270713288563058
chelating agent	0.12 uM	MOA	L1000	0.00571244037504244	4	0.05005287770595852
jak inhibitor	3.33 uM	MOA	L1000	0.00566277498070572	5	0.030948639652851617
cc chemokine receptor antagonist	10 uM	MOA	L1000	0.00562887639126869	7	0.014508987976259333
ppar receptor agonist	0.12 uM	MOA	L1000	0.00562506143140882	3	-0.02081975460315909
calcitonin antagonist	1.11 uM	MOA	L1000	0.00560409824388526	3	0.06647813266167095
potassium channel activator	10 uM	MOA	L1000	0.00558996546453062	6	0.02391990502590516
potassium channel activator	3.33 uM	MOA	L1000	0.00556139470978505	6	-0.004197658436247461
cdk inhibitor	0.04 uM	MOA	L1000	0.00550665247257147	7	4.1074255380421453e-4
