assay	compound	moa	dose	well	no_of_replicates_per_compound	median_replicate_correlation_compound	p_value_compound	no_of_compounds_per_moa	median_replicate_correlation_moa	p_value_moa
Cell Painting	cefozopran	bacterial cell wall synthesis inhibitor	0.04 uM	L24	5	0.0978153503010181	0.001	14	0.008101778622211226	0.431
Cell Painting	celecoxib	cyclooxygenase inhibitor	0.04 uM	L18	4	0.0419254909867642	0.05	27	0.0017630000888233886	0.93
Cell Painting	cep-37440	alk tyrosine kinase receptor inhibitor	0.04 uM	O12	5	0.0019852972644631	0.653	3	0.006649767814332792	0.48
Cell Painting	cepharanthine	nfkb pathway inhibitor	0.04 uM	D24	5	0.0983586167465094	0.005	4	-0.003903807719018207	0.724
Cell Painting	cgp12177	adrenergic receptor agonist	0.04 uM	H06	2	-0.0204736378257226	0.754	20	0.0050159376071951586	0.683
Cell Painting	chlorambucil	dna inhibitor	0.04 uM	D24	5	0.0521003675460796	0.186	5	0.019653161377477427	0.229
Cell Painting	chlormezanone	gaba receptor modulator	0.04 uM	O24	5	0.0359182207861115	0.514	4	0.04518767218772253	0.058
Cell Painting	chloroxine	opioid receptor antagonist	0.04 uM	I12	5	0.0423768622878849	0.008	4	-0.014102737134859164	0.866
Cell Painting	chlorphenamine	histamine receptor antagonist	0.04 uM	D06	5	0.0124528329851905	0.34	24	0.004609950831646434	0.727
Cell Painting	chlorpromazine	dopamine receptor antagonist	0.04 uM	G12	5	-0.0017690025438173	0.752	19	0.013710181290233398	0.108
Cell Painting	chlorpropamide	atp channel blocker	0.04 uM	A18	5	0.2199400484817556	0	3	0.05068545266452767	0.072
Cell Painting	chlortalidone	diuretic	0.04 uM	O12	5	0.0489670768541011	0.011	NA	NA	NA
Cell Painting	cholic-acid	NA	0.04 uM	M18	2	0.0284848673987741	0.363	NA	NA	NA
Cell Painting	choline-alfoscerate	NA	0.04 uM	J24	5	0.0784572406880342	0.002	NA	NA	NA
Cell Painting	cianidanol	fatty acid synthase inhibitor	0.04 uM	J12	5	0.041522155049917	0.005	NA	NA	NA
Cell Painting	ciclesonide	glucocorticoid receptor agonist	0.04 uM	M06	5	0.4903201871091144	0	14	0.32076217116691647	0
Cell Painting	ciglitazone	ppar receptor agonist	0.04 uM	D18	5	0.0370881058180258	0.055	3	-0.014673691648730015	0.775
Cell Painting	cilengitide	integrin antagonist	0.04 uM	C18	5	0.057769008380754903	0.017	5	-0.00843796183850958	0.838
Cell Painting	cilomilast	phosphodiesterase inhibitor	0.04 uM	F06	2	-0.0076637534721219	0.626	28	0.007999917226326574	0.426
Cell Painting	cilostazol	phosphodiesterase inhibitor	0.04 uM	L18	5	0.0964317764373368	0	28	0.007999917226326574	0.426
Cell Painting	cimetidine	histamine receptor antagonist	0.04 uM	O18	5	0.043831519335233	0.048	24	0.004609950831646434	0.727
Cell Painting	cinaciguat	NA	0.04 uM	P24	5	0.6237326740954583	0.012	NA	NA	NA
Cell Painting	cinepazide	calcium channel activator	0.04 uM	L18	5	0.1484155795314545	0	NA	NA	NA
Cell Painting	cinnarizine	calcium channel blocker	0.04 uM	N06	5	0.031837920310187	0.118	15	-5.641048459745336e-4	0.904
Cell Painting	cinoxacin	topoisomerase inhibitor	0.04 uM	K18	5	0.1040154588578495	0	15	0.006913620207003219	0.513
Cell Painting	ciprofloxacin	bacterial dna gyrase inhibitor	0.04 uM	C18	5	0.0332473155090607	0.204	11	0.01103833297440241	0.312
Cell Painting	cisapride	serotonin receptor agonist	0.04 uM	F06	5	0.0732221958778833	0	12	0.0044449632247989925	0.638
Cell Painting	citalopram	serotonin reuptake inhibitor	0.04 uM	C18	5	0.0135261326080137	0.619	4	0.012625668027435142	0.392
Cell Painting	cladribine	NA	0.04 uM	K06	5	-0.0050333910226732	0.777	NA	NA	NA
Cell Painting	clarithromycin	bacterial 50s ribosomal subunit inhibitor	0.04 uM	H12	5	0.0568389429550352	0.001	5	0.01884359357283811	0.239
Cell Painting	clenbuterol	adrenergic receptor agonist	0.04 uM	H06	5	-0.0054519843135239	0.793	20	0.0050159376071951586	0.683
Cell Painting	climbazole	NA	0.04 uM	A12	5	0.0387525146550741	0.172	NA	NA	NA
Cell Painting	clinafloxacin	bacterial dna gyrase inhibitor	0.04 uM	G12	5	0.0113071519614516	0.409	11	0.01103833297440241	0.312
Cell Painting	clindamycin	protein synthesis inhibitor	0.04 uM	F06	5	0.1611983774443955	0	6	0.007533874306028405	0.484
Cell Painting	clinofibrate	NA	0.04 uM	G24	5	0.0474166661462092	0.226	NA	NA	NA
Cell Painting	clioquinol	chelating agent	0.04 uM	H06	5	0.0102337098672458	0.426	4	0.006284257572448308	0.518
Cell Painting	clobetasol	glucocorticoid receptor agonist	0.04 uM	D18	5	0.4848129981784414	0	14	0.32076217116691647	0
Cell Painting	clofarabine	ribonucleoside reductase inhibitor	0.04 uM	I24	5	0.1398809299838409	0	NA	NA	NA
Cell Painting	clofazimine	NA	0.04 uM	D06	5	0.0425592178713822	0.011	NA	NA	NA
Cell Painting	clofibric-acid	ppar receptor agonist	0.04 uM	A24	5	0.0879334204957569	0.008	3	-0.014673691648730015	0.775
Cell Painting	clofoctol	protein synthesis inhibitor	0.04 uM	L24	4	0.0867036867281623	0.017	6	0.007533874306028405	0.484
Cell Painting	clomethiazole	NA	0.04 uM	O12	5	0.0453386335011929	0.017	NA	NA	NA
Cell Painting	clomifene	estrogen receptor antagonist	0.04 uM	E24	5	0.0616072765229161	0.152	NA	NA	NA
Cell Painting	clonazepam	NA	0.04 uM	D24	2	-0.0362756470862564	0.944	NA	NA	NA
Cell Painting	clonidine	adrenergic receptor agonist	0.04 uM	B24	5	0.0613267008056994	0.21	20	0.0050159376071951586	0.683
Cell Painting	clotrimazole	NA	0.04 uM	B24	5	0.1476493122062049	0.001	NA	NA	NA
Cell Painting	clozapine	NA	0.04 uM	A12	2	0.0930911526850696	0.07	NA	NA	NA
Cell Painting	co-102862	sodium channel blocker	0.04 uM	H18	5	0.0738109907101956	0	11	0.007823638702414114	0.468
Cell Painting	cobimetinib	mek inhibitor	0.04 uM	O24	4	0.0811589165927992	0.045	8	0.16943328012062248	0
Cell Painting	colchicine	microtubule inhibitor	0.04 uM	A24	4	0.2759023533323478	0	3	0.018612372866224455	0.324
Cell Painting	colforsin-daproate	NA	0.04 uM	D06	5	0.0439538195354885	0.01	NA	NA	NA
Cell Painting	combretastatin-a-4	NA	0.04 uM	O12	5	0.4217859129403569	0	NA	NA	NA
Cell Painting	conivaptan	vasopressin receptor antagonist	0.04 uM	A18	2	0.0396185095673949	0.324	4	-0.014859813681210428	0.877
Cell Painting	cordycepin	dna inhibitor	0.04 uM	L12	5	0.0123880299323619	0.336	5	0.019653161377477427	0.229
Cell Painting	cp-945,598	cannabinoid receptor antagonist	0.04 uM	F24	5	0.0820826914685788	0.017	NA	NA	NA
Cell Painting	cpi-1189	tumor necrosis factor release inhibitor	0.04 uM	N18	5	0.0289605762697486	0.168	NA	NA	NA
Cell Painting	cpi-613	NA	0.04 uM	K18	5	0.0220178520847074	0.204	NA	NA	NA
Cell Painting	cromoglicic-acid	immunosuppressant	0.04 uM	L18	5	0.0228429842870156	0.183	NA	NA	NA
Cell Painting	ct-7758	integrin antagonist	0.04 uM	P12	5	0.1558270189710909	0	5	-0.00843796183850958	0.838
Cell Painting	cts-1027	NA	0.04 uM	P24	5	0.417245791275233	0.495	NA	NA	NA
Cell Painting	curcumin	NA	0.04 uM	N18	5	0.0614545217301493	0.003	NA	NA	NA
Cell Painting	cx-4945	NA	0.04 uM	C12	5	0.0350715389875601	0.071	NA	NA	NA
Cell Painting	cx-5461	rna polymerase inhibitor	0.04 uM	D18	5	0.0885645927841095	0	7	0.014843349451517976	0.273
Cell Painting	cx516	glutamate receptor modulator	0.04 uM	B12	5	0.0160986238831304	0.388	3	-0.007278163607475038	0.687
Cell Painting	cyanocobalamin	NA	0.04 uM	P24	5	0.4576551233761927	0.369	NA	NA	NA
Cell Painting	cyclizine	histamine receptor modulator	0.04 uM	P12	5	0.0403487483062538	0.279	NA	NA	NA
Cell Painting	cyclobenzaprine	NA	0.04 uM	L12	2	-0.0341858999920465	0.829	NA	NA	NA
Cell Painting	cyclosporin-a	calcineurin inhibitor	0.04 uM	N06	5	0.4196020883104542	0	3	0.02680199106869802	0.234
Cell Painting	cyproheptadine	histamine receptor antagonist	0.04 uM	H18	5	0.0317503985352376	0.035	24	0.004609950831646434	0.727
Cell Painting	cyproterone-acetate	NA	0.04 uM	H12	5	0.0454366085364593	0.007	NA	NA	NA
Cell Painting	cytarabine	ribonucleotide reductase inhibitor	0.04 uM	M12	5	0.0172440255959053	0.232	NA	NA	NA
Cell Painting	cytisine	acetylcholine receptor agonist	0.04 uM	A12	5	0.1164990867638451	0	8	0.0051423427356670276	0.576
Cell Painting	d-serine	glutamate receptor agonist	0.04 uM	M12	5	0.0106257764840916	0.383	4	-0.03952809846765237	0.991
Cell Painting	dabigatran-etexilate	NA	0.04 uM	F18	5	0.0167847779450686	0.337	NA	NA	NA
Cell Painting	dabrafenib	raf inhibitor	0.04 uM	I24	5	0.1431819726634055	0	5	0.02975626497412295	0.1
Cell Painting	dacarbazine	dna alkylating agent	0.04 uM	N06	5	0.0390586589941079	0.057	NA	NA	NA
Cell Painting	dacinostat	hdac inhibitor	0.04 uM	E18	5	0.6220518169780006	0	13	0.011561508952758679	0.251
Cell Painting	dacomitinib	egfr inhibitor	0.04 uM	F24	5	0.175062940243311	0	13	0.06073401259360432	0
Cell Painting	danazol	NA	0.04 uM	A24	5	0.1011686255910583	0.004	NA	NA	NA
Cell Painting	danegaptide	NA	0.04 uM	N12	5	0.0458845538726423	0.008	NA	NA	NA
Cell Painting	dantrolene	calcium channel blocker	0.04 uM	C06	5	0.0041142281179066	0.567	15	-5.641048459745336e-4	0.904
Cell Painting	danusertib	NA	0.04 uM	A12	5	0.1172594530990244	0	NA	NA	NA
Cell Painting	dapagliflozin	sodium/glucose cotransporter inhibitor	0.04 uM	F18	5	0.0229457245091506	0.218	NA	NA	NA
Cell Painting	dapivirine	non-nucleoside reverse transcriptase inhibitor	0.04 uM	E06	5	0.1058977592571183	0	4	0.011741697211373218	0.407
Cell Painting	dapsone	bacterial antifolate	0.04 uM	F06	5	0.0648979283141998	0	NA	NA	NA
Cell Painting	darifenacin	acetylcholine receptor antagonist	0.04 uM	F24	5	0.0671730655658582	0.087	21	0.01926218300767919	0.017
Cell Painting	darunavir	hiv protease inhibitor	0.04 uM	D18	5	0.0170209165838576	0.391	5	-0.012832000030757431	0.9
Cell Painting	dasabuvir	hcv inhibitor	0.04 uM	M06	4	0.0140647131710624	0.528	7	0.004548277673074514	0.583
Cell Painting	dasatinib	NA	0.04 uM	L18	5	0.370226342246598	0	NA	NA	NA
Cell Painting	dazoxiben	thromboxane synthase inhibitor	0.04 uM	G06	5	0.0517055766488414	0.005	NA	NA	NA
Cell Painting	decitabine	dna methyltransferase inhibitor	0.04 uM	B24	5	0.2124590066412429	0	3	0.0786813181345641	0.014
Cell Painting	defactinib	focal adhesion kinase inhibitor	0.04 uM	N24	2	-0.0132093289356575	0.868	NA	NA	NA
Cell Painting	deferasirox	chelating agent	0.04 uM	M24	5	0.2049858329175207	0.539	4	0.006284257572448308	0.518
Cell Painting	deferiprone	chelating agent	0.04 uM	K06	5	0.0446569340741676	0.009	4	0.006284257572448308	0.518
Cell Painting	deforolimus	mtor inhibitor	0.04 uM	E24	5	0.5067268389980322	0	6	0.2106155766144697	0
Cell Painting	dehydroepiandrosterone	protein synthesis stimulant	0.04 uM	E12	5	0.0395786365489167	0.038	3	0.014608060760987628	0.379
Cell Painting	delanzomib	proteasome inhibitor	0.04 uM	L06	5	0.5895331328918912	0	4	0.06797949632785114	0.012
Cell Painting	delivert	NA	0.04 uM	D18	5	0.024895890646834	0.233	NA	NA	NA
Cell Painting	deoxycholic-acid	NA	0.04 uM	P06	5	0.0932782427944535	0	NA	NA	NA
Cell Painting	dequalinium	pkc inhibitor	0.04 uM	M06	5	0.1422438363613041	0	4	0.01902741725275874	0.292
Cell Painting	desmopressin-acetate	NA	0.04 uM	L24	5	0.0628585615843901	0.056	NA	NA	NA
Cell Painting	dexamethasone	glucocorticoid receptor agonist	0.04 uM	F06	5	0.3735441271994871	0	14	0.32076217116691647	0
Cell Painting	dexamethasone	glucocorticoid receptor agonist	0.04 uM	N06	5	0.3735441271994871	0	14	0.32076217116691647	0
Cell Painting	dexfenfluramine	NA	0.04 uM	I12	5	0.0470096306284602	0.004	NA	NA	NA
Cell Painting	dexloxiglumide	cck receptor antagonist	0.04 uM	P06	5	0.0463507882345962	0.07	4	0.015832766196091173	0.344
Cell Painting	dexniguldipine	calmodulin antagonist	0.04 uM	O24	2	0.0251748585341767	0.584	NA	NA	NA
Cell Painting	dextromethorphan	NA	0.04 uM	G12	5	0.0391795246542636	0.027	NA	NA	NA
Cell Painting	diacerein	NA	0.04 uM	F24	5	0.0332878607619864	0.595	NA	NA	NA
Cell Painting	diazepam	NA	0.04 uM	E18	5	0.0819118020109845	0	NA	NA	NA
Cell Painting	diazoxide	potassium channel activator	0.04 uM	P24	5	0.6277673557742061	0.01	6	-0.00153885531359773	0.724
Cell Painting	diclofenac	cyclooxygenase inhibitor	0.04 uM	C12	5	0.0145718058030761	0.41	27	0.0017630000888233886	0.93
Cell Painting	diclofensine	dopamine reuptake inhibitor	0.04 uM	M18	5	0.0820521379209839	0.002	NA	NA	NA
Cell Painting	dicloxacillin	bacterial cell wall synthesis inhibitor	0.04 uM	H06	5	0.0103576215395393	0.425	14	0.008101778622211226	0.431
Cell Painting	dicoumarol	NA	0.04 uM	G24	5	0.0804316672591832	0.01	NA	NA	NA
Cell Painting	dideoxyadenosine	nucleoside reverse transcriptase inhibitor	0.04 uM	K18	5	0.0757823184194147	0	4	0.03496877866370612	0.1
Cell Painting	dienogest	progesterone receptor agonist	0.04 uM	J06	5	0.0335981963903919	0.074	7	0.010186804462971022	0.404
Cell Painting	diethylcarbamazine	lipoxygenase inhibitor	0.04 uM	C12	5	0.0403184411715422	0.037	3	0.00812330882366598	0.462
Cell Painting	diethylstilbestrol	estrogen receptor agonist	0.04 uM	C18	5	0.0326700652864295	0.212	6	0.021242291489639468	0.177
Cell Painting	diflunisal	prostanoid receptor antagonist	0.04 uM	G12	5	0.0530135541817162	0.006	3	-0.04396586988148156	0.97
Cell Painting	dihydroergocristine	NA	0.04 uM	O18	5	0.0014830989952433	0.794	NA	NA	NA
Cell Painting	dihydroergotamine	serotonin receptor agonist	0.04 uM	N24	5	0.090898641741754	0	12	0.0044449632247989925	0.638
Cell Painting	dilazep	NA	0.04 uM	N24	5	0.14765782320186	0	NA	NA	NA
Cell Painting	diltiazem	calcium channel blocker	0.04 uM	F18	5	0.0471777560904101	0.01	15	-5.641048459745336e-4	0.904
Cell Painting	dimesna	tubulin inhibitor	0.04 uM	O12	5	0.0520758755534936	0.007	8	0.024847294200385166	0.07
Cell Painting	dimethyl-fumarate	NA	0.04 uM	A12	5	0.068866572409535	0.007	NA	NA	NA
Cell Painting	diminazene-aceturate	NA	0.04 uM	C12	5	0.0389880833349088	0.043	NA	NA	NA
Cell Painting	dinaciclib	cdk inhibitor	0.04 uM	J06	5	0.3704117872296961	0	7	0.06292101865817265	0.001
Cell Painting	dinoprost	NA	0.04 uM	A12	5	0.1033146375557828	0	NA	NA	NA
Cell Painting	diosmin	NA	0.04 uM	E18	5	0.0074113829575192	0.653	NA	NA	NA
Cell Painting	diphenidol	acetylcholine receptor agonist	0.04 uM	H12	4	0.0243479860772578	0.16	8	0.0051423427356670276	0.576
Cell Painting	dipraglurant	NA	0.04 uM	I18	5	0.0500032550623167	0.017	NA	NA	NA
Cell Painting	dipyridamole	phosphodiesterase inhibitor	0.04 uM	P18	5	0.0723950626782863	0.003	28	0.007999917226326574	0.426
Cell Painting	disopyramide	sodium channel blocker	0.04 uM	M24	5	0.0594095138843695	0.953	11	0.007823638702414114	0.468
Cell Painting	disulfiram	NA	0.04 uM	E24	5	0.1271194805502324	0.005	NA	NA	NA
Cell Painting	dmp-777	elastase inhibitor	0.04 uM	L12	5	0.0212798141986368	0.176	NA	NA	NA
Cell Painting	docetaxel	tubulin inhibitor	0.04 uM	H18	5	0.6110356221358966	0	8	0.024847294200385166	0.07
Cell Painting	dofequidar	NA	0.04 uM	N06	5	0.0820114340370185	0	NA	NA	NA
Cell Painting	dolutegravir	hiv integrase inhibitor	0.04 uM	P12	5	0.1247924254139892	0	3	0.03366942422485762	0.173
Cell Painting	donepezil	acetylcholinesterase inhibitor	0.04 uM	L12	5	0.0321974920775544	0.048	NA	NA	NA
Cell Painting	donitriptan	serotonin receptor agonist	0.04 uM	I18	5	0.0504643706283709	0.017	12	0.0044449632247989925	0.638
Cell Painting	dopamine	dopamine receptor agonist	0.04 uM	O12	2	0.0566012238399771	0.14	9	0.0012615748154992347	0.734
Cell Painting	doramapimod	p38 mapk inhibitor	0.04 uM	C06	5	0.121137021152115	0	6	0.04250240997049155	0.02
Cell Painting	dorzolamide	carbonic anhydrase inhibitor	0.04 uM	K18	5	0.0100436798044066	0.474	5	0.018438412485437802	0.247
Cell Painting	doxapram	potassium channel blocker	0.04 uM	F06	5	0.0241429626905598	0.122	4	-0.010366752422887622	0.815
Cell Painting	doxazosin	adrenergic receptor antagonist	0.04 uM	H12	5	0.0658834785214241	0	31	0.011885553217579345	0.134
Cell Painting	doxepin	histamine receptor antagonist	0.04 uM	N06	5	0.063922218484239	0.001	24	0.004609950831646434	0.727
Cell Painting	doxifluridine	thymidylate synthase inhibitor	0.04 uM	H24	5	0.0842068905185848	0.003	NA	NA	NA
Cell Painting	doxofylline	adenosine receptor antagonist	0.04 uM	J12	5	0.0218877748910025	0.106	4	0.0017039192367026192	0.612
Cell Painting	doxorubicin	topoisomerase inhibitor	0.04 uM	L24	5	0.4564813567982915	0	15	0.006913620207003219	0.513
Cell Painting	doxycycline-hyclate	bacterial 30s ribosomal subunit inhibitor	0.04 uM	D12	5	0.0202152263739503	0.14	5	-0.016825354842652844	0.94
Cell Painting	dpcpx	adenosine receptor antagonist	0.04 uM	I06	4	0.0868916256839792	0	4	0.0017039192367026192	0.612
Cell Painting	dpi-201106	NA	0.04 uM	H24	5	0.0459725446645974	0.235	NA	NA	NA
Cell Painting	dronedarone	adrenergic receptor antagonist	0.04 uM	G06	5	0.0048093484272732	0.588	31	0.011885553217579345	0.134
Cell Painting	droperidol	dopamine receptor antagonist	0.04 uM	J06	5	0.0071111248635063	0.604	19	0.013710181290233398	0.108
Cell Painting	drospirenone	mineralocorticoid receptor antagonist	0.04 uM	E12	4	-4.575175549238e-4	0.69	3	0.0459448675486799	0.094
Cell Painting	du-728	NA	0.04 uM	E12	5	0.0392727998850717	0.039	NA	NA	NA
Cell Painting	duloxetine	NA	0.04 uM	L18	5	-0.0010354350795222	0.717	NA	NA	NA
Cell Painting	dutasteride	5 alpha reductase inhibitor	0.04 uM	L06	5	0.0332168255458368	0.072	NA	NA	NA
Cell Painting	e-2012	NA	0.04 uM	O18	5	0.0225299898391557	0.327	NA	NA	NA
Cell Painting	ebselen	NA	0.04 uM	L24	5	0.0940215433395652	0.004	NA	NA	NA
Cell Painting	econazole	NA	0.04 uM	D18	5	0.0694132613605506	0	NA	NA	NA
Cell Painting	edoxaban	coagulation factor inhibitor	0.04 uM	K24	5	0.071329664198014	0.164	4	0.02913683354879461	0.144
Cell Painting	edoxudine	dna directed dna polymerase inhibitor	0.04 uM	E24	5	0.1291972056063828	0.005	NA	NA	NA
Cell Painting	efaproxiral	NA	0.04 uM	B12	2	-0.0651587724971638	0.966	NA	NA	NA
Cell Painting	efavirenz	hiv protease inhibitor	0.04 uM	G24	2	0.0044427560320498	0.724	5	-0.012832000030757431	0.9
Cell Painting	eflornithine	NA	0.04 uM	L24	5	0.0845154994945214	0.008	NA	NA	NA
Cell Painting	elesclomol	oxidative stress inducer	0.04 uM	O18	5	0.3221403643884929	0	NA	NA	NA
Cell Painting	ellagic-acid	NA	0.04 uM	P18	5	0.0890128558030202	0.001	NA	NA	NA
Cell Painting	emd-1214063	NA	0.04 uM	P12	5	0.0514921257712151	0.108	NA	NA	NA
Cell Painting	emd-53998	phosphodiesterase inhibitor	0.04 uM	L06	5	0.0428401440673721	0.033	28	0.007999917226326574	0.426
Cell Painting	emedastine	histamine receptor antagonist	0.04 uM	M18	5	0.0889961071160449	0.002	24	0.004609950831646434	0.727
Cell Painting	emtricitabine	nucleoside reverse transcriptase inhibitor	0.04 uM	O24	5	0.0671109310040648	0.082	4	0.03496877866370612	0.1
Cell Painting	enalapril	angiotensin converting enzyme inhibitor	0.04 uM	H06	5	0.0480787113752796	0.006	8	0.019951211623272454	0.139
Cell Painting	enoxacin	topoisomerase inhibitor	0.04 uM	L24	5	0.0984015455524491	0.001	15	0.006913620207003219	0.513
Cell Painting	entecavir	NA	0.04 uM	C06	5	0.0360872087455658	0.037	NA	NA	NA
Cell Painting	entinostat	hdac inhibitor	0.04 uM	A24	5	0.1016148658661714	0.004	13	0.011561508952758679	0.251
Cell Painting	enzalutamide	androgen receptor antagonist	0.04 uM	I24	5	0.1041031517958053	0	5	0.029894772440498492	0.099
Cell Painting	enzastaurin	pkc inhibitor	0.04 uM	P06	5	-0.0102944435938478	0.971	4	0.01902741725275874	0.292
Cell Painting	eperezolid	bacterial 30s ribosomal subunit inhibitor	0.04 uM	H12	5	0.0340059596959115	0.036	5	-0.016825354842652844	0.94
Cell Painting	epinastine	histamine receptor antagonist	0.04 uM	M12	5	0.0066816017220801	0.489	24	0.004609950831646434	0.727
Cell Painting	epinephrine	NA	0.04 uM	E06	5	0.0231700378790676	0.196	NA	NA	NA
Cell Painting	epirizole	cyclooxygenase inhibitor	0.04 uM	E24	2	-1.677174376525e-4	0.824	27	0.0017630000888233886	0.93
Cell Painting	epirubicin	topoisomerase inhibitor	0.04 uM	E12	5	0.6873581362044643	0	15	0.006913620207003219	0.513
Cell Painting	epitiostanol	androgen receptor agonist	0.04 uM	J24	4	0.184109482449544	0	3	0.22021968670113634	0.001
Cell Painting	epothilone-b	NA	0.04 uM	C12	5	0.6411329015284315	0	NA	NA	NA
Cell Painting	equol	estrogen receptor agonist	0.04 uM	L06	5	0.0715000905393153	0.002	6	0.021242291489639468	0.177
Cell Painting	ercalcitriol	vitamin d receptor agonist	0.04 uM	J24	5	0.0683533641666575	0.013	5	0.038206611727519726	0.049
Cell Painting	erlotinib	egfr inhibitor	0.04 uM	G06	5	0.0658395566045448	0	13	0.06073401259360432	0
Cell Painting	erteberel	estrogen receptor agonist	0.04 uM	B24	5	0.0788191909575514	0.057	6	0.021242291489639468	0.177
Cell Painting	erythromycin	nfkb pathway inhibitor	0.04 uM	G12	5	0.0168692279410549	0.293	4	-0.003903807719018207	0.724
Cell Painting	erythromycin	nfkb pathway inhibitor	0.04 uM	C12	5	0.0168692279410549	0.354	4	-0.003903807719018207	0.724
Cell Painting	escitalopram	selective serotonin reuptake inhibitor (ssri)	0.04 uM	H24	5	0.0407597950967932	0.333	4	-0.0045885902484357945	0.737
Cell Painting	esmolol	adrenergic receptor antagonist	0.04 uM	M18	5	0.0047419650041085	0.703	31	0.011885553217579345	0.134
Cell Painting	estramustine	dna alkylating drug	0.04 uM	H12	5	0.0288369367127313	0.068	NA	NA	NA
Cell Painting	estramustine-phosphate	NA	0.04 uM	A12	4	0.0468056975517245	0.124	NA	NA	NA
Cell Painting	estriol	estrogen receptor agonist	0.04 uM	P18	5	0.0992437517589505	0	6	0.021242291489639468	0.177
Cell Painting	estrone	NA	0.04 uM	C18	2	-0.0089522241339379	0.737	NA	NA	NA
Cell Painting	etacrynic-acid	sodium/potassium/chloride transporter inhibitor	0.04 uM	H12	5	0.0312688160956915	0.049	NA	NA	NA
Cell Painting	etanidazole	bacterial cell wall synthesis inhibitor	0.04 uM	K18	5	0.0438259636677114	0.021	14	0.008101778622211226	0.431
