moa	no_of_replicates	dose	matching_score	assay	p_value	pass_thresh	neg_log_10_p_val
xiap inhibitor	3	0.12 uM	0.19114526420984887	Cell Painting	0.001	TRUE	3
acat inhibitor	3	0.37 uM	-0.017092616560060697	Cell Painting	0.797	FALSE	0.09854167860388763
acetylcholine receptor agonist	8	0.37 uM	0.00870744555411801	Cell Painting	0.388	FALSE	0.41116827440579273
acetylcholine receptor antagonist	21	0.37 uM	0.00583613483125941	Cell Painting	0.524	FALSE	0.28066871301627333
adenosine receptor agonist	3	0.37 uM	0.004757343392400255	Cell Painting	0.501	FALSE	0.30016227413275426
adenosine receptor antagonist	4	0.37 uM	-0.010265247218784784	Cell Painting	0.796	FALSE	0.09908693226233094
adrenergic receptor agonist	20	0.37 uM	0.007998582908235224	Cell Painting	0.362	FALSE	0.4412914294668343
adrenergic receptor antagonist	31	0.37 uM	0.009023008927191614	Cell Painting	0.224	FALSE	0.6497519816658371
akt inhibitor	6	0.37 uM	0.06074509457567888	Cell Painting	0.002	TRUE	2.6989700043360187
alk tyrosine kinase receptor inhibitor	3	0.37 uM	-0.050049101637081206	Cell Painting	0.974	FALSE	0.011441043121384482
androgen receptor agonist	3	0.37 uM	0.1849513956268927	Cell Painting	0	TRUE	3.5
androgen receptor antagonist	5	0.37 uM	0.02263277047046939	Cell Painting	0.176	FALSE	0.7544873321858502
androgen receptor modulator	3	0.37 uM	0.048813761238586356	Cell Painting	0.077	FALSE	1.1135092748275182
angiotensin converting enzyme inhibitor	8	0.37 uM	0.02087433034281681	Cell Painting	0.089	FALSE	1.0506099933550872
angiotensin receptor antagonist	4	0.37 uM	0.0029736922987490307	Cell Painting	0.581	FALSE	0.2358238676096693
aromatase inhibitor	3	0.37 uM	0.22193795219854284	Cell Painting	0	TRUE	3.5
atp channel blocker	3	0.37 uM	0.025387284957360534	Cell Painting	0.244	FALSE	0.6126101736612706
atpase inhibitor	3	0.37 uM	0.013349799112704668	Cell Painting	0.398	FALSE	0.40011692792631215
bacterial 30s ribosomal subunit inhibitor	5	0.37 uM	-0.004841677539663375	Cell Painting	0.76	FALSE	0.11918640771920865
bacterial 50s ribosomal subunit inhibitor	5	0.37 uM	-0.00954360100420749	Cell Painting	0.838	FALSE	0.07675598136972352
bacterial cell wall synthesis inhibitor	14	0.37 uM	-0.0012579902178932144	Cell Painting	0.867	FALSE	0.06198090252378971
bacterial dna gyrase inhibitor	11	0.37 uM	0.009629354330941229	Cell Painting	0.342	FALSE	0.46597389394386496
bcl inhibitor	3	0.37 uM	0.026211357938863162	Cell Painting	0.232	FALSE	0.6345120151091003
benzodiazepine receptor agonist	7	0.37 uM	0.0014631942959892705	Cell Painting	0.634	FALSE	0.1979107421182673
benzodiazepine receptor antagonist	3	0.37 uM	-0.02433059780569421	Cell Painting	0.867	FALSE	0.06198090252378971
calcineurin inhibitor	3	0.37 uM	0.057217703347233084	Cell Painting	0.045	TRUE	1.3467874862246563
calcitonin antagonist	3	0.37 uM	-0.005134432884528613	Cell Painting	0.642	FALSE	0.19246497193114673
calcium channel blocker	15	0.37 uM	0.016355981798261397	Cell Painting	0.058	FALSE	1.2365720064370627
cannabinoid receptor agonist	3	0.37 uM	0.03589192572751055	Cell Painting	0.155	FALSE	0.8096683018297085
carbonic anhydrase inhibitor	5	0.37 uM	8.972066881806594e-4	Cell Painting	0.65	FALSE	0.18708664335714442
cc chemokine receptor antagonist	7	0.37 uM	0.01795213974186261	Cell Painting	0.174	FALSE	0.7594507517174003
cck receptor antagonist	4	0.37 uM	-0.0013694321930797066	Cell Painting	0.658	FALSE	0.1817741063860445
cdk inhibitor	7	0.37 uM	0.14559085895485752	Cell Painting	0	TRUE	3.5
chelating agent	4	0.37 uM	1.2207420648514735e-4	Cell Painting	0.637	FALSE	0.19586056766464957
cholesterol inhibitor	3	0.37 uM	0.043201576123825275	Cell Painting	0.102	FALSE	0.9913998282380825
coagulation factor inhibitor	4	0.37 uM	0.002758099092294226	Cell Painting	0.586	FALSE	0.23210238398190938
cyclooxygenase inhibitor	27	0.37 uM	0.00400335097682829	Cell Painting	0.744	FALSE	0.1284270644541213
cyclooxygenase inhibitor|prostanoid receptor antagonist	4	0.37 uM	0.0044748442947482306	Cell Painting	0.552	FALSE	0.2580609222708011
dipeptidyl peptidase inhibitor	3	0.37 uM	0.01840943036390507	Cell Painting	0.321	FALSE	0.4934949675951279
dna inhibitor	5	0.37 uM	4.87533544115965e-4	Cell Painting	0.658	FALSE	0.1817741063860445
dna methyltransferase inhibitor	3	0.37 uM	0.15350532132809375	Cell Painting	0	TRUE	3.5
dna polymerase inhibitor	3	0.37 uM	-0.009080803445148843	Cell Painting	0.699	FALSE	0.15552282425431863
dna synthesis inhibitor	7	0.37 uM	0.0010548328658750434	Cell Painting	0.651	FALSE	0.18641901143180803
dopamine receptor agonist	9	0.37 uM	0.005416440061485461	Cell Painting	0.515	FALSE	0.28819277095880896
dopamine receptor antagonist	19	0.37 uM	0.006587048682550403	Cell Painting	0.433	FALSE	0.36351210364663455
dopamine receptor antagonist|serotonin receptor antagonist	9	0.37 uM	0.008475057341957762	Cell Painting	0.386	FALSE	0.41341269532824504
egfr inhibitor	13	0.37 uM	0.12803826486715608	Cell Painting	0	TRUE	3.5
endothelin receptor antagonist	4	0.37 uM	-0.0017471747123261475	Cell Painting	0.666	FALSE	0.17652577082969892
estrogen receptor agonist	6	0.37 uM	-0.01899675028522711	Cell Painting	0.967	FALSE	0.014573525916998339
farnesyltransferase inhibitor	3	0.37 uM	-0.004862467074990404	Cell Painting	0.639	FALSE	0.19449914184159983
fgfr inhibitor|vegfr inhibitor	3	0.37 uM	-0.01654321195663451	Cell Painting	0.788	FALSE	0.10347378251044466
free radical scavenger	4	0.37 uM	0.027541158841605056	Cell Painting	0.155	FALSE	0.8096683018297085
fungal squalene epoxidase inhibitor	3	0.37 uM	-0.027465582633088223	Cell Painting	0.885	FALSE	0.05305672930217456
gaba receptor agonist	3	0.37 uM	0.02241356158437631	Cell Painting	0.271	FALSE	0.5670307091255943
gaba receptor modulator	4	0.37 uM	0.032922001700365744	Cell Painting	0.105	FALSE	0.978810700930062
gamma secretase inhibitor	7	0.37 uM	0.03137577930367552	Cell Painting	0.025	TRUE	1.6020599913279623
glucocorticoid receptor agonist	14	0.37 uM	0.3651532862994547	Cell Painting	0	TRUE	3.5
glucosidase inhibitor	3	0.37 uM	-0.015682354489457904	Cell Painting	0.78	FALSE	0.10790539730951958
glutamate receptor agonist	4	0.37 uM	-0.021774293303897907	Cell Painting	0.92	FALSE	0.036212172654444715
glutamate receptor antagonist	5	0.37 uM	0.0032588628561193485	Cell Painting	0.585	FALSE	0.23284413391781958
glutamate receptor modulator	3	0.37 uM	-0.030184466078948518	Cell Painting	0.902	FALSE	0.04479346245805826
hcv inhibitor	7	0.37 uM	0.017852313787080444	Cell Painting	0.177	FALSE	0.7520267336381934
hdac inhibitor	13	0.37 uM	0.04522495137420972	Cell Painting	0	TRUE	3.5
histamine receptor antagonist	24	0.37 uM	0.007205776210441034	Cell Painting	0.395	FALSE	0.40340290437353976
hiv integrase inhibitor	3	0.37 uM	0.0754282055573029	Cell Painting	0.017	TRUE	1.7695510786217261
hiv protease inhibitor	5	0.37 uM	0.01691885123390328	Cell Painting	0.256	FALSE	0.5917600346881504
hmgcr inhibitor	5	0.37 uM	-0.0012859941835832841	Cell Painting	0.694	FALSE	0.15864052954514513
hsp inhibitor	5	0.37 uM	0.29158124824503484	Cell Painting	0.001	TRUE	3
insulin secretagogue	4	0.37 uM	-0.015615920656684712	Cell Painting	0.86	FALSE	0.06550154875643228
integrin antagonist	5	0.37 uM	0.012903171856926078	Cell Painting	0.348	FALSE	0.4584207560534191
jak inhibitor	5	0.37 uM	0.0019921259846971606	Cell Painting	0.622	FALSE	0.2062096153091813
leukotriene receptor antagonist	4	0.37 uM	-0.010007611352813823	Cell Painting	0.793	FALSE	0.10072681268239618
lipoxygenase inhibitor	3	0.37 uM	0.01273664637807974	Cell Painting	0.407	FALSE	0.39040559077478
matrix metalloprotease inhibitor	3	0.37 uM	-0.023084763416514928	Cell Painting	0.855	FALSE	0.06803388527182737
mdm inhibitor	3	0.37 uM	0.02200121990528871	Cell Painting	0.276	FALSE	0.5590909179347823
mek inhibitor	8	0.37 uM	0.3323275691232261	Cell Painting	0	TRUE	3.5
microtubule inhibitor	3	0.37 uM	0.026294844082993624	Cell Painting	0.232	FALSE	0.6345120151091003
mineralocorticoid receptor antagonist	3	0.37 uM	0.026462274266961235	Cell Painting	0.232	FALSE	0.6345120151091003
monoamine oxidase inhibitor	6	0.37 uM	0.006636729811181604	Cell Painting	0.478	FALSE	0.3205721033878811
mtor inhibitor	6	0.37 uM	0.3663088656832304	Cell Painting	0	TRUE	3.5
mtor inhibitor|pi3k inhibitor	4	0.37 uM	0.15742047366097622	Cell Painting	0.001	TRUE	3
mucolytic agent	3	0.37 uM	-0.0024267047388626434	Cell Painting	0.607	FALSE	0.21681130892474243
nfkb pathway inhibitor	4	0.37 uM	0.022569452066465257	Cell Painting	0.213	FALSE	0.6716203965612623
nitric oxide synthase inhibitor	4	0.37 uM	-0.004821959343298019	Cell Painting	0.711	FALSE	0.14813039927023372
non-nucleoside reverse transcriptase inhibitor	4	0.37 uM	-0.025254191222903566	Cell Painting	0.939	FALSE	0.027334407733889104
nucleoside reverse transcriptase inhibitor	4	0.37 uM	0.01506375132967923	Cell Painting	0.342	FALSE	0.46597389394386496
opioid receptor agonist	3	0.37 uM	0.020704194765096627	Cell Painting	0.29	FALSE	0.5376020021010439
opioid receptor antagonist	4	0.37 uM	-0.014602073197822352	Cell Painting	0.847	FALSE	0.0721165896692931
p38 mapk inhibitor	6	0.37 uM	0.11037639801426861	Cell Painting	0	TRUE	3.5
parp inhibitor	5	0.37 uM	-0.008928537214647017	Cell Painting	0.829	FALSE	0.08144546944972647
phosphodiesterase inhibitor	28	0.37 uM	0.0075949142362407	Cell Painting	0.363	FALSE	0.4400933749638875
pi3k inhibitor	7	0.37 uM	-0.003100818295225414	Cell Painting	0.773	FALSE	0.11182050608167508
pkc inhibitor	4	0.37 uM	0.022774387609364857	Cell Painting	0.209	FALSE	0.679853713888946
plk inhibitor	4	0.37 uM	0.5851894216596509	Cell Painting	0	TRUE	3.5
potassium channel activator	6	0.37 uM	0.019180740782538012	Cell Painting	0.171	FALSE	0.7670038896078462
potassium channel blocker	4	0.37 uM	0.02964356491511204	Cell Painting	0.134	FALSE	0.8728952016351923
ppar receptor agonist	3	0.37 uM	8.502394132386879e-5	Cell Painting	0.574	FALSE	0.2410881076020265
ppar receptor agonist|insulin sensitizer	3	0.37 uM	-0.012326616999824106	Cell Painting	0.746	FALSE	0.1272611725273312
progesterone receptor agonist	7	0.37 uM	0.038365348968111807	Cell Painting	0.007	TRUE	2.154901959985743
prostanoid receptor agonist	3	0.37 uM	0.012317864701568397	Cell Painting	0.41	FALSE	0.38721614328026455
prostanoid receptor antagonist	3	0.37 uM	-0.01659676607102603	Cell Painting	0.789	FALSE	0.10292299679057967
proteasome inhibitor	4	0.37 uM	0.4191919257385207	Cell Painting	0	TRUE	3.5
protein synthesis inhibitor	6	0.37 uM	0.03975504194290166	Cell Painting	0.02	TRUE	1.6989700043360187
protein synthesis stimulant	3	0.37 uM	0.013393017825796811	Cell Painting	0.398	FALSE	0.40011692792631215
purinergic receptor antagonist	3	0.37 uM	-0.008489627537127583	Cell Painting	0.69	FALSE	0.16115090926274472
raf inhibitor	5	0.37 uM	0.053439415826873	Cell Painting	0.006	TRUE	2.221848749616356
retinoid receptor agonist	6	0.37 uM	0.10382753042201061	Cell Painting	0	TRUE	3.5
reverse transcriptase inhibitor	3	0.37 uM	-0.02992370639116143	Cell Painting	0.9	FALSE	0.045757490560675115
rho associated kinase inhibitor	6	0.37 uM	0.01915057136167725	Cell Painting	0.171	FALSE	0.7670038896078462
rna polymerase inhibitor	7	0.37 uM	0.011246103941004986	Cell Painting	0.35	FALSE	0.4559319556497244
selective serotonin reuptake inhibitor (ssri)	4	0.37 uM	-0.014045391974334734	Cell Painting	0.838	FALSE	0.07675598136972352
serotonin receptor agonist	12	0.37 uM	6.136390055224718e-4	Cell Painting	0.79	FALSE	0.10237290870955855
serotonin receptor agonist|serotonin receptor antagonist	3	0.37 uM	0.026709040304276926	Cell Painting	0.23	FALSE	0.638272163982407
serotonin receptor antagonist	12	0.37 uM	0.00201953063253399	Cell Painting	0.724	FALSE	0.1402614338028531
serotonin reuptake inhibitor	4	0.37 uM	-0.014117377931306106	Cell Painting	0.838	FALSE	0.07675598136972352
sigma receptor antagonist	3	0.37 uM	0.029907055454912294	Cell Painting	0.203	FALSE	0.6925039620867871
sodium channel blocker	11	0.37 uM	0.008503174400068047	Cell Painting	0.391	FALSE	0.40782324260413316
sterol demethylase inhibitor	7	0.37 uM	0.010594040789085388	Cell Painting	0.363	FALSE	0.4400933749638875
t-type calcium channel blocker	3	0.37 uM	-0.01608635103398962	Cell Painting	0.783	FALSE	0.10623823794205658
tachykinin antagonist	6	0.37 uM	0.012061961782597665	Cell Painting	0.334	FALSE	0.4762535331884355
topoisomerase inhibitor	15	0.37 uM	0.006252420239452251	Cell Painting	0.492	FALSE	0.30803489723263966
tubulin inhibitor	8	0.37 uM	0.036374622327798735	Cell Painting	0.007	TRUE	2.154901959985743
tyrosine kinase inhibitor	4	0.37 uM	0.019406016345652005	Cell Painting	0.258	FALSE	0.5883802940367698
vasopressin receptor antagonist	4	0.37 uM	0.02449743978909769	Cell Painting	0.178	FALSE	0.7495799976911061
vegfr inhibitor	4	0.37 uM	-0.00950428073609701	Cell Painting	0.785	FALSE	0.10513034325474745
vitamin d receptor agonist	5	0.37 uM	0.07001542913047432	Cell Painting	0.004	TRUE	2.3979400086720375
xanthine oxidase inhibitor	3	0.37 uM	-0.007911071221940135	Cell Painting	0.682	FALSE	0.16621562534352105
xiap inhibitor	3	0.37 uM	0.26485652250770975	Cell Painting	0	TRUE	3.5
acat inhibitor	3	1.11 uM	-0.0804719433714995	Cell Painting	0.997	FALSE	0.0013048416883442813
acetylcholine receptor agonist	8	1.11 uM	2.75850052199572e-4	Cell Painting	0.732	FALSE	0.13548891894160814
acetylcholine receptor antagonist	21	1.11 uM	0.004113574532043903	Cell Painting	0.663	FALSE	0.17848647159522685
adenosine receptor agonist	3	1.11 uM	-0.01488758017780848	Cell Painting	0.771	FALSE	0.11294562194904302
adenosine receptor antagonist	4	1.11 uM	8.94583260279724e-4	Cell Painting	0.6	FALSE	0.2218487496163564
adrenergic receptor agonist	20	1.11 uM	0.003154966055726471	Cell Painting	0.749	FALSE	0.12551818230053352
adrenergic receptor antagonist	31	1.11 uM	0.006356362262147955	Cell Painting	0.523	FALSE	0.2814983111327257
akt inhibitor	6	1.11 uM	0.0688066115178018	Cell Painting	0	TRUE	3.5
alk tyrosine kinase receptor inhibitor	3	1.11 uM	0.02212142824990115	Cell Painting	0.278	FALSE	0.5559552040819237
androgen receptor agonist	3	1.11 uM	0.19284008855652268	Cell Painting	0	TRUE	3.5
androgen receptor antagonist	5	1.11 uM	0.0251904374216161	Cell Painting	0.15	FALSE	0.8239087409443188
androgen receptor modulator	3	1.11 uM	0.08175828267288145	Cell Painting	0.02	TRUE	1.6989700043360187
angiotensin converting enzyme inhibitor	8	1.11 uM	0.010031615133175999	Cell Painting	0.371	FALSE	0.43062609038495414
angiotensin receptor antagonist	4	1.11 uM	0.011832349613833108	Cell Painting	0.392	FALSE	0.4067139329795427
aromatase inhibitor	3	1.11 uM	0.11443770187037405	Cell Painting	0.001	TRUE	3
atp channel blocker	3	1.11 uM	0.0036123245250422307	Cell Painting	0.511	FALSE	0.29157909986528724
atpase inhibitor	3	1.11 uM	-0.0020185807673447453	Cell Painting	0.603	FALSE	0.2196826878598487
bacterial 30s ribosomal subunit inhibitor	5	1.11 uM	-0.0060072258476852455	Cell Painting	0.773	FALSE	0.11182050608167508
bacterial 50s ribosomal subunit inhibitor	5	1.11 uM	0.01540788960886782	Cell Painting	0.303	FALSE	0.518557371497695
bacterial cell wall synthesis inhibitor	14	1.11 uM	0.010413335200641066	Cell Painting	0.259	FALSE	0.5867002359187482
bacterial dna gyrase inhibitor	11	1.11 uM	0.020449032478093952	Cell Painting	0.066	FALSE	1.1804560644581312
bcl inhibitor	3	1.11 uM	0.11745734653950354	Cell Painting	0.001	TRUE	3
benzodiazepine receptor agonist	7	1.11 uM	0.0014760343966340132	Cell Painting	0.66	FALSE	0.1804560644581313
benzodiazepine receptor antagonist	3	1.11 uM	0.014677378017245985	Cell Painting	0.366	FALSE	0.43651891460558934
calcineurin inhibitor	3	1.11 uM	0.10379610582659379	Cell Painting	0.006	TRUE	2.221848749616356
calcitonin antagonist	3	1.11 uM	-0.061623914309346134	Cell Painting	0.983	FALSE	0.007446482167864384
calcium channel blocker	15	1.11 uM	0.014952917101996446	Cell Painting	0.1	FALSE	1
cannabinoid receptor agonist	3	1.11 uM	0.029442810487356575	Cell Painting	0.198	FALSE	0.7033348097384688
carbonic anhydrase inhibitor	5	1.11 uM	0.017522313180193122	Cell Painting	0.273	FALSE	0.563837352959244
cc chemokine receptor antagonist	7	1.11 uM	0.03176031503298254	Cell Painting	0.02	TRUE	1.6989700043360187
cck receptor antagonist	4	1.11 uM	0.0083402504570786	Cell Painting	0.455	FALSE	0.34198860334288755
cdk inhibitor	7	1.11 uM	0.14310591134634262	Cell Painting	0	TRUE	3.5
chelating agent	4	1.11 uM	0.009633083087950585	Cell Painting	0.428	FALSE	0.368556230986828
cholesterol inhibitor	3	1.11 uM	-0.011939435226858383	Cell Painting	0.738	FALSE	0.13194363817695845
coagulation factor inhibitor	4	1.11 uM	0.006844995516835921	Cell Painting	0.482	FALSE	0.31695296176115045
cyclooxygenase inhibitor	27	1.11 uM	0.0026671893922145143	Cell Painting	0.833	FALSE	0.07935499859321243
cyclooxygenase inhibitor|prostanoid receptor antagonist	4	1.11 uM	-0.00984756247037	Cell Painting	0.793	FALSE	0.10072681268239618
dipeptidyl peptidase inhibitor	3	1.11 uM	0.01692700136593523	Cell Painting	0.336	FALSE	0.4736607226101559
dna inhibitor	5	1.11 uM	-7.255926643075794e-4	Cell Painting	0.652	FALSE	0.1857524042680798
dna methyltransferase inhibitor	3	1.11 uM	0.06528981009517053	Cell Painting	0.038	TRUE	1.4202164033831899
dna polymerase inhibitor	3	1.11 uM	-0.015392838822074088	Cell Painting	0.774	FALSE	0.11125903931710739
dna synthesis inhibitor	7	1.11 uM	0.007031278726871462	Cell Painting	0.472	FALSE	0.32605800136591223
dopamine receptor agonist	9	1.11 uM	-0.013812924600250933	Cell Painting	0.983	FALSE	0.007446482167864384
dopamine receptor antagonist	19	1.11 uM	0.005111161255271804	Cell Painting	0.583	FALSE	0.23433144524098595
dopamine receptor antagonist|serotonin receptor antagonist	9	1.11 uM	0.011427841375754543	Cell Painting	0.305	FALSE	0.5157001606532142
egfr inhibitor	13	1.11 uM	0.13165772448661728	Cell Painting	0	TRUE	3.5
endothelin receptor antagonist	4	1.11 uM	-0.0014256238651733247	Cell Painting	0.645	FALSE	0.19044028536473223
estrogen receptor agonist	6	1.11 uM	0.00787765083044017	Cell Painting	0.479	FALSE	0.3196644865854368
farnesyltransferase inhibitor	3	1.11 uM	0.03364358572160918	Cell Painting	0.165	FALSE	0.7825160557860937
fgfr inhibitor|vegfr inhibitor	3	1.11 uM	0.051453133110752815	Cell Painting	0.064	FALSE	1.193820026016113
free radical scavenger	4	1.11 uM	0.02181169981356171	Cell Painting	0.241	FALSE	0.6179829574251317
fungal squalene epoxidase inhibitor	3	1.11 uM	0.034699413680825957	Cell Painting	0.157	FALSE	0.8041003475907662
gaba receptor agonist	3	1.11 uM	0.004900552011069509	Cell Painting	0.497	FALSE	0.3036436112666679
gaba receptor modulator	4	1.11 uM	0.01122217646928783	Cell Painting	0.399	FALSE	0.3990271043132517
gamma secretase inhibitor	7	1.11 uM	0.050055473909842586	Cell Painting	0	TRUE	3.5
glucocorticoid receptor agonist	14	1.11 uM	0.3683398183171005	Cell Painting	0	TRUE	3.5
glucosidase inhibitor	3	1.11 uM	-0.008011609573091952	Cell Painting	0.683	FALSE	0.1655792963184674
glutamate receptor agonist	4	1.11 uM	0.0015532530874868798	Cell Painting	0.59	FALSE	0.22914798835785583
glutamate receptor antagonist	5	1.11 uM	0.021435302907926508	Cell Painting	0.196	FALSE	0.707743928643524
glutamate receptor modulator	3	1.11 uM	-0.023641325908847658	Cell Painting	0.856	FALSE	0.06752623532284678
hcv inhibitor	7	1.11 uM	-0.013347124837080674	Cell Painting	0.958	FALSE	0.018634490921455603
hdac inhibitor	13	1.11 uM	0.04205311389866659	Cell Painting	0	TRUE	3.5
histamine receptor antagonist	24	1.11 uM	0.004465699060325722	Cell Painting	0.692	FALSE	0.15989390554324223
hiv integrase inhibitor	3	1.11 uM	0.01628247488534235	Cell Painting	0.347	FALSE	0.4596705252091263
hiv protease inhibitor	5	1.11 uM	-0.003463948192274423	Cell Painting	0.72	FALSE	0.14266750356873156
