broad_id	pert_iname	dose	moa	target
BRD-A30051119	amikacin	0.12 uM	bacterial 30s ribosomal subunit inhibitor	unknown
BRD-A30051119	amikacin	0.37 uM	bacterial 30s ribosomal subunit inhibitor	unknown
BRD-A30051119	amikacin	1.11 uM	bacterial 30s ribosomal subunit inhibitor	unknown
BRD-A30051119	amikacin	3.33 uM	bacterial 30s ribosomal subunit inhibitor	unknown
BRD-A30051119	amikacin	10 uM	bacterial 30s ribosomal subunit inhibitor	unknown
BRD-K97181089	amiloride	0.04 uM	sodium channel blocker	AOC1|ASIC1|ASIC2|ASIC3|PKD2|PKD2L1|PLAU|SCNN1A|SCNN1B|SCNN1D|SCNN1G|SLC9A1|TRPC7|TRPV2
BRD-K97181089	amiloride	0.12 uM	sodium channel blocker	AOC1|ASIC1|ASIC2|ASIC3|PKD2|PKD2L1|PLAU|SCNN1A|SCNN1B|SCNN1D|SCNN1G|SLC9A1|TRPC7|TRPV2
BRD-K97181089	amiloride	0.37 uM	sodium channel blocker	AOC1|ASIC1|ASIC2|ASIC3|PKD2|PKD2L1|PLAU|SCNN1A|SCNN1B|SCNN1D|SCNN1G|SLC9A1|TRPC7|TRPV2
BRD-K97181089	amiloride	1.11 uM	sodium channel blocker	AOC1|ASIC1|ASIC2|ASIC3|PKD2|PKD2L1|PLAU|SCNN1A|SCNN1B|SCNN1D|SCNN1G|SLC9A1|TRPC7|TRPV2
BRD-K97181089	amiloride	3.33 uM	sodium channel blocker	AOC1|ASIC1|ASIC2|ASIC3|PKD2|PKD2L1|PLAU|SCNN1A|SCNN1B|SCNN1D|SCNN1G|SLC9A1|TRPC7|TRPV2
BRD-K97181089	amiloride	10 uM	sodium channel blocker	AOC1|ASIC1|ASIC2|ASIC3|PKD2|PKD2L1|PLAU|SCNN1A|SCNN1B|SCNN1D|SCNN1G|SLC9A1|TRPC7|TRPV2
BRD-K25114078	aminoguanidine	0.04 uM	nitric oxide synthase inhibitor	AKR1B1|NOS2|TIMP3
BRD-K25114078	aminoguanidine	0.12 uM	nitric oxide synthase inhibitor	AKR1B1|NOS2|TIMP3
BRD-K25114078	aminoguanidine	0.37 uM	nitric oxide synthase inhibitor	AKR1B1|NOS2|TIMP3
BRD-K25114078	aminoguanidine	1.11 uM	nitric oxide synthase inhibitor	AKR1B1|NOS2|TIMP3
BRD-K25114078	aminoguanidine	3.33 uM	nitric oxide synthase inhibitor	AKR1B1|NOS2|TIMP3
BRD-K25114078	aminoguanidine	10 uM	nitric oxide synthase inhibitor	AKR1B1|NOS2|TIMP3
BRD-K57631554	aminolevulinic-acid	0.04 uM	oxidative stress inducer	ALAD
BRD-K57631554	aminolevulinic-acid	0.12 uM	oxidative stress inducer	ALAD
BRD-K57631554	aminolevulinic-acid	0.37 uM	oxidative stress inducer	ALAD
BRD-K57631554	aminolevulinic-acid	1.11 uM	oxidative stress inducer	ALAD
BRD-K57631554	aminolevulinic-acid	3.33 uM	oxidative stress inducer	ALAD
BRD-K57631554	aminolevulinic-acid	10 uM	oxidative stress inducer	ALAD
BRD-K80267133	aminosalicylic-acid	0.04 uM	cyclooxygenase inhibitor	ALOX5|CHUK|PLA2G2E|PTGS1|PTGS2
BRD-K80267133	aminosalicylic-acid	0.12 uM	cyclooxygenase inhibitor	ALOX5|CHUK|PLA2G2E|PTGS1|PTGS2
BRD-K80267133	aminosalicylic-acid	0.37 uM	cyclooxygenase inhibitor	ALOX5|CHUK|PLA2G2E|PTGS1|PTGS2
BRD-K80267133	aminosalicylic-acid	1.11 uM	cyclooxygenase inhibitor	ALOX5|CHUK|PLA2G2E|PTGS1|PTGS2
BRD-K80267133	aminosalicylic-acid	3.33 uM	cyclooxygenase inhibitor	ALOX5|CHUK|PLA2G2E|PTGS1|PTGS2
BRD-K80267133	aminosalicylic-acid	10 uM	cyclooxygenase inhibitor	ALOX5|CHUK|PLA2G2E|PTGS1|PTGS2
BRD-K17561142	amiodarone	0.04 uM	potassium channel blocker	ADRB1|CACNA1H|CACNA2D2|KCNA7|KCNH2
BRD-K17561142	amiodarone	0.12 uM	potassium channel blocker	ADRB1|CACNA1H|CACNA2D2|KCNA7|KCNH2
BRD-K17561142	amiodarone	0.37 uM	potassium channel blocker	ADRB1|CACNA1H|CACNA2D2|KCNA7|KCNH2
BRD-K17561142	amiodarone	1.11 uM	potassium channel blocker	ADRB1|CACNA1H|CACNA2D2|KCNA7|KCNH2
BRD-K17561142	amiodarone	3.33 uM	potassium channel blocker	ADRB1|CACNA1H|CACNA2D2|KCNA7|KCNH2
BRD-K17561142	amiodarone	10 uM	potassium channel blocker	ADRB1|CACNA1H|CACNA2D2|KCNA7|KCNH2
BRD-K29530284	amlexanox	0.04 uM	histamine receptor modulator	FGF1|IL3|PDE4A|PDE4B|PDE4C|PDE4D|S100A12|S100A13
BRD-K29530284	amlexanox	0.12 uM	histamine receptor modulator	FGF1|IL3|PDE4A|PDE4B|PDE4C|PDE4D|S100A12|S100A13
BRD-K29530284	amlexanox	0.37 uM	histamine receptor modulator	FGF1|IL3|PDE4A|PDE4B|PDE4C|PDE4D|S100A12|S100A13
BRD-K29530284	amlexanox	1.11 uM	histamine receptor modulator	FGF1|IL3|PDE4A|PDE4B|PDE4C|PDE4D|S100A12|S100A13
BRD-K29530284	amlexanox	3.33 uM	histamine receptor modulator	FGF1|IL3|PDE4A|PDE4B|PDE4C|PDE4D|S100A12|S100A13
BRD-K29530284	amlexanox	10 uM	histamine receptor modulator	FGF1|IL3|PDE4A|PDE4B|PDE4C|PDE4D|S100A12|S100A13
BRD-A22032524	amlodipine	0.04 uM	calcium channel blocker	CACNA1C|CACNA1D|CACNA1F|CACNA1S|CACNA2D1
BRD-A22032524	amlodipine	0.12 uM	calcium channel blocker	CACNA1C|CACNA1D|CACNA1F|CACNA1S|CACNA2D1
BRD-A22032524	amlodipine	0.37 uM	calcium channel blocker	CACNA1C|CACNA1D|CACNA1F|CACNA1S|CACNA2D1
BRD-A22032524	amlodipine	1.11 uM	calcium channel blocker	CACNA1C|CACNA1D|CACNA1F|CACNA1S|CACNA2D1
BRD-A22032524	amlodipine	3.33 uM	calcium channel blocker	CACNA1C|CACNA1D|CACNA1F|CACNA1S|CACNA2D1
BRD-A22032524	amlodipine	10 uM	calcium channel blocker	CACNA1C|CACNA1D|CACNA1F|CACNA1S|CACNA2D1
BRD-K15318383	ammonium-glycyrrhizinate	0.04 uM	thrombin inhibitor	HSD11B1|HSD11B2|SLCO1B1|SLCO1B3
BRD-K15318383	ammonium-glycyrrhizinate	0.12 uM	thrombin inhibitor	HSD11B1|HSD11B2|SLCO1B1|SLCO1B3
BRD-K15318383	ammonium-glycyrrhizinate	0.37 uM	thrombin inhibitor	HSD11B1|HSD11B2|SLCO1B1|SLCO1B3
BRD-K15318383	ammonium-glycyrrhizinate	1.11 uM	thrombin inhibitor	HSD11B1|HSD11B2|SLCO1B1|SLCO1B3
BRD-K15318383	ammonium-glycyrrhizinate	3.33 uM	thrombin inhibitor	HSD11B1|HSD11B2|SLCO1B1|SLCO1B3
BRD-K15318383	ammonium-glycyrrhizinate	10 uM	thrombin inhibitor	HSD11B1|HSD11B2|SLCO1B1|SLCO1B3
BRD-K56334280	amonafide	0.04 uM	topoisomerase inhibitor	TOP2A|TOP2B
BRD-K56334280	amonafide	0.12 uM	topoisomerase inhibitor	TOP2A|TOP2B
BRD-K56334280	amonafide	0.37 uM	topoisomerase inhibitor	TOP2A|TOP2B
BRD-K56334280	amonafide	1.11 uM	topoisomerase inhibitor	TOP2A|TOP2B
BRD-K56334280	amonafide	3.33 uM	topoisomerase inhibitor	TOP2A|TOP2B
BRD-K56334280	amonafide	10 uM	topoisomerase inhibitor	TOP2A|TOP2B
BRD-K24771047	ampalex	0.04 uM	glutamate receptor agonist	GRIA1|GRIA2|GRIA3|GRIA4
BRD-K24771047	ampalex	0.12 uM	glutamate receptor agonist	GRIA1|GRIA2|GRIA3|GRIA4
BRD-K24771047	ampalex	0.37 uM	glutamate receptor agonist	GRIA1|GRIA2|GRIA3|GRIA4
BRD-K24771047	ampalex	1.11 uM	glutamate receptor agonist	GRIA1|GRIA2|GRIA3|GRIA4
BRD-K24771047	ampalex	3.33 uM	glutamate receptor agonist	GRIA1|GRIA2|GRIA3|GRIA4
BRD-K24771047	ampalex	10 uM	glutamate receptor agonist	GRIA1|GRIA2|GRIA3|GRIA4
BRD-K45924332	amrinone	0.04 uM	phosphodiesterase inhibitor	PDE3A|PDE3B|PDE4B|TNF
BRD-K45924332	amrinone	0.12 uM	phosphodiesterase inhibitor	PDE3A|PDE3B|PDE4B|TNF
BRD-K45924332	amrinone	0.37 uM	phosphodiesterase inhibitor	PDE3A|PDE3B|PDE4B|TNF
BRD-K45924332	amrinone	1.11 uM	phosphodiesterase inhibitor	PDE3A|PDE3B|PDE4B|TNF
BRD-K45924332	amrinone	3.33 uM	phosphodiesterase inhibitor	PDE3A|PDE3B|PDE4B|TNF
BRD-K45924332	amrinone	10 uM	phosphodiesterase inhibitor	PDE3A|PDE3B|PDE4B|TNF
BRD-K68346641	amsacrine	0.04 uM	topoisomerase inhibitor	KCNH2|TOP2A
BRD-K68346641	amsacrine	0.12 uM	topoisomerase inhibitor	KCNH2|TOP2A
BRD-K68346641	amsacrine	0.37 uM	topoisomerase inhibitor	KCNH2|TOP2A
BRD-K68346641	amsacrine	1.11 uM	topoisomerase inhibitor	KCNH2|TOP2A
BRD-K68346641	amsacrine	3.33 uM	topoisomerase inhibitor	KCNH2|TOP2A
BRD-K68346641	amsacrine	10 uM	topoisomerase inhibitor	KCNH2|TOP2A
BRD-K70924353	amtolmetin-guacil	0.04 uM	cyclooxygenase inhibitor	PTGS1|PTGS2
BRD-K70924353	amtolmetin-guacil	0.12 uM	cyclooxygenase inhibitor	PTGS1|PTGS2
BRD-K70924353	amtolmetin-guacil	0.37 uM	cyclooxygenase inhibitor	PTGS1|PTGS2
BRD-K70924353	amtolmetin-guacil	1.11 uM	cyclooxygenase inhibitor	PTGS1|PTGS2
BRD-K70924353	amtolmetin-guacil	3.33 uM	cyclooxygenase inhibitor	PTGS1|PTGS2
BRD-K70924353	amtolmetin-guacil	10 uM	cyclooxygenase inhibitor	PTGS1|PTGS2
BRD-K01174345	anamorelin	0.04 uM	growth hormone secretagogue receptor agonist	GHSR
BRD-K01174345	anamorelin	0.12 uM	growth hormone secretagogue receptor agonist	GHSR
BRD-K01174345	anamorelin	0.37 uM	growth hormone secretagogue receptor agonist	GHSR
BRD-K01174345	anamorelin	1.11 uM	growth hormone secretagogue receptor agonist	GHSR
BRD-K01174345	anamorelin	3.33 uM	growth hormone secretagogue receptor agonist	GHSR
BRD-K01174345	anamorelin	10 uM	growth hormone secretagogue receptor agonist	GHSR
BRD-K42352790	anandamide	0.04 uM	cannabinoid receptor agonist	CACNA1G|CACNA1H|CACNA1I|CNR1|CNR2|GLRA1|GPR18|GPR55|KCNA2|KCNK3|KCNK9|TRPM8|TRPV1
BRD-K42352790	anandamide	0.12 uM	cannabinoid receptor agonist	CACNA1G|CACNA1H|CACNA1I|CNR1|CNR2|GLRA1|GPR18|GPR55|KCNA2|KCNK3|KCNK9|TRPM8|TRPV1
BRD-K42352790	anandamide	0.37 uM	cannabinoid receptor agonist	CACNA1G|CACNA1H|CACNA1I|CNR1|CNR2|GLRA1|GPR18|GPR55|KCNA2|KCNK3|KCNK9|TRPM8|TRPV1
BRD-K42352790	anandamide	1.11 uM	cannabinoid receptor agonist	CACNA1G|CACNA1H|CACNA1I|CNR1|CNR2|GLRA1|GPR18|GPR55|KCNA2|KCNK3|KCNK9|TRPM8|TRPV1
BRD-K42352790	anandamide	3.33 uM	cannabinoid receptor agonist	CACNA1G|CACNA1H|CACNA1I|CNR1|CNR2|GLRA1|GPR18|GPR55|KCNA2|KCNK3|KCNK9|TRPM8|TRPV1
BRD-K42352790	anandamide	10 uM	cannabinoid receptor agonist	CACNA1G|CACNA1H|CACNA1I|CNR1|CNR2|GLRA1|GPR18|GPR55|KCNA2|KCNK3|KCNK9|TRPM8|TRPV1
BRD-K88611939	aniracetam	0.04 uM	glutamate receptor agonist	DRD2|GRIA1|GRIA2|GRIA3|GRIA4|HTR2A
BRD-K88611939	aniracetam	0.12 uM	glutamate receptor agonist	DRD2|GRIA1|GRIA2|GRIA3|GRIA4|HTR2A
BRD-K88611939	aniracetam	0.37 uM	glutamate receptor agonist	DRD2|GRIA1|GRIA2|GRIA3|GRIA4|HTR2A
BRD-K88611939	aniracetam	1.11 uM	glutamate receptor agonist	DRD2|GRIA1|GRIA2|GRIA3|GRIA4|HTR2A
BRD-K88611939	aniracetam	3.33 uM	glutamate receptor agonist	DRD2|GRIA1|GRIA2|GRIA3|GRIA4|HTR2A
BRD-K88611939	aniracetam	10 uM	glutamate receptor agonist	DRD2|GRIA1|GRIA2|GRIA3|GRIA4|HTR2A
BRD-K56032964	ap26113	0.04 uM	alk tyrosine kinase receptor inhibitor	ALK|EGFR
BRD-K56032964	ap26113	0.12 uM	alk tyrosine kinase receptor inhibitor	ALK|EGFR
BRD-K56032964	ap26113	0.37 uM	alk tyrosine kinase receptor inhibitor	ALK|EGFR
BRD-K56032964	ap26113	1.11 uM	alk tyrosine kinase receptor inhibitor	ALK|EGFR
BRD-K56032964	ap26113	3.33 uM	alk tyrosine kinase receptor inhibitor	ALK|EGFR
BRD-K56032964	ap26113	10 uM	alk tyrosine kinase receptor inhibitor	ALK|EGFR
BRD-K28115081	apafant	0.04 uM	platelet activating factor receptor antagonist	PTAFR
BRD-K28115081	apafant	0.12 uM	platelet activating factor receptor antagonist	PTAFR
BRD-K28115081	apafant	0.37 uM	platelet activating factor receptor antagonist	PTAFR
BRD-K28115081	apafant	1.11 uM	platelet activating factor receptor antagonist	PTAFR
BRD-K28115081	apafant	3.33 uM	platelet activating factor receptor antagonist	PTAFR
BRD-K28115081	apafant	10 uM	platelet activating factor receptor antagonist	PTAFR
BRD-K10859802	apd668	0.04 uM	glucose-dependent insulinotropic receptor (gdir, gpr119) agonists	GPR119
BRD-K10859802	apd668	0.12 uM	glucose-dependent insulinotropic receptor (gdir, gpr119) agonists	GPR119
BRD-K10859802	apd668	0.37 uM	glucose-dependent insulinotropic receptor (gdir, gpr119) agonists	GPR119
BRD-K10859802	apd668	1.11 uM	glucose-dependent insulinotropic receptor (gdir, gpr119) agonists	GPR119
BRD-K10859802	apd668	3.33 uM	glucose-dependent insulinotropic receptor (gdir, gpr119) agonists	GPR119
BRD-K10859802	apd668	10 uM	glucose-dependent insulinotropic receptor (gdir, gpr119) agonists	GPR119
BRD-K85140930	aphidicolin	0.04 uM	rna synthesis inhibitor	unknown
BRD-K85140930	aphidicolin	0.12 uM	rna synthesis inhibitor	unknown
BRD-K85140930	aphidicolin	0.37 uM	rna synthesis inhibitor	unknown
BRD-K85140930	aphidicolin	1.11 uM	rna synthesis inhibitor	unknown
BRD-K85140930	aphidicolin	3.33 uM	rna synthesis inhibitor	unknown
BRD-K85140930	aphidicolin	10 uM	rna synthesis inhibitor	unknown
BRD-K26325692	api-001	0.04 uM	sigma receptor antagonist	SIGMAR1
BRD-K26325692	api-001	0.12 uM	sigma receptor antagonist	SIGMAR1
BRD-K26325692	api-001	0.37 uM	sigma receptor antagonist	SIGMAR1
BRD-K26325692	api-001	1.11 uM	sigma receptor antagonist	SIGMAR1
BRD-K26325692	api-001	3.33 uM	sigma receptor antagonist	SIGMAR1
BRD-K26325692	api-001	10 uM	sigma receptor antagonist	SIGMAR1
BRD-K67121414	apixaban	0.04 uM	coagulation factor inhibitor	F10
BRD-K67121414	apixaban	0.12 uM	coagulation factor inhibitor	F10
BRD-K67121414	apixaban	0.37 uM	coagulation factor inhibitor	F10
BRD-K67121414	apixaban	1.11 uM	coagulation factor inhibitor	F10
BRD-K67121414	apixaban	3.33 uM	coagulation factor inhibitor	F10
BRD-K67121414	apixaban	10 uM	coagulation factor inhibitor	F10
BRD-K93208532	apremilast	0.04 uM	phosphodiesterase inhibitor	PDE4A|PDE4B|PDE4C|PDE4D
BRD-K93208532	apremilast	0.12 uM	phosphodiesterase inhibitor	PDE4A|PDE4B|PDE4C|PDE4D
BRD-K93208532	apremilast	0.37 uM	phosphodiesterase inhibitor	PDE4A|PDE4B|PDE4C|PDE4D
BRD-K93208532	apremilast	1.11 uM	phosphodiesterase inhibitor	PDE4A|PDE4B|PDE4C|PDE4D
BRD-K93208532	apremilast	3.33 uM	phosphodiesterase inhibitor	PDE4A|PDE4B|PDE4C|PDE4D
BRD-K93208532	apremilast	10 uM	phosphodiesterase inhibitor	PDE4A|PDE4B|PDE4C|PDE4D
BRD-K65170927	aprepitant	0.04 uM	tachykinin antagonist	TACR1
BRD-K65170927	aprepitant	0.12 uM	tachykinin antagonist	TACR1
BRD-K65170927	aprepitant	0.37 uM	tachykinin antagonist	TACR1
BRD-K65170927	aprepitant	1.11 uM	tachykinin antagonist	TACR1
BRD-K65170927	aprepitant	3.33 uM	tachykinin antagonist	TACR1
BRD-K65170927	aprepitant	10 uM	tachykinin antagonist	TACR1
BRD-A10012892	argatroban	0.04 uM	thrombin inhibitor	F2
BRD-A10012892	argatroban	0.12 uM	thrombin inhibitor	F2
BRD-A10012892	argatroban	0.37 uM	thrombin inhibitor	F2
BRD-A10012892	argatroban	1.11 uM	thrombin inhibitor	F2
BRD-A10012892	argatroban	3.33 uM	thrombin inhibitor	F2
BRD-A10012892	argatroban	10 uM	thrombin inhibitor	F2
BRD-K62734952	arglabin	0.04 uM	farnesyltransferase inhibitor	FNTA|NFKB1
BRD-K62734952	arglabin	0.12 uM	farnesyltransferase inhibitor	FNTA|NFKB1
BRD-K62734952	arglabin	0.37 uM	farnesyltransferase inhibitor	FNTA|NFKB1
BRD-K62734952	arglabin	1.11 uM	farnesyltransferase inhibitor	FNTA|NFKB1
BRD-K62734952	arglabin	3.33 uM	farnesyltransferase inhibitor	FNTA|NFKB1
BRD-K62734952	arglabin	10 uM	farnesyltransferase inhibitor	FNTA|NFKB1
BRD-K70358946	aripiprazole	0.04 uM	serotonin receptor agonist|serotonin receptor antagonist	ADRA1A|ADRA1B|ADRA2A|ADRA2B|ADRA2C|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HTR1A|HTR1B|HTR1D|HTR1E|HTR2A|HTR2C|HTR3A|HTR6|HTR7
BRD-K70358946	aripiprazole	0.12 uM	serotonin receptor agonist|serotonin receptor antagonist	ADRA1A|ADRA1B|ADRA2A|ADRA2B|ADRA2C|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HTR1A|HTR1B|HTR1D|HTR1E|HTR2A|HTR2C|HTR3A|HTR6|HTR7
BRD-K70358946	aripiprazole	0.37 uM	serotonin receptor agonist|serotonin receptor antagonist	ADRA1A|ADRA1B|ADRA2A|ADRA2B|ADRA2C|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HTR1A|HTR1B|HTR1D|HTR1E|HTR2A|HTR2C|HTR3A|HTR6|HTR7
BRD-K70358946	aripiprazole	1.11 uM	serotonin receptor agonist|serotonin receptor antagonist	ADRA1A|ADRA1B|ADRA2A|ADRA2B|ADRA2C|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HTR1A|HTR1B|HTR1D|HTR1E|HTR2A|HTR2C|HTR3A|HTR6|HTR7
BRD-K70358946	aripiprazole	3.33 uM	serotonin receptor agonist|serotonin receptor antagonist	ADRA1A|ADRA1B|ADRA2A|ADRA2B|ADRA2C|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HTR1A|HTR1B|HTR1D|HTR1E|HTR2A|HTR2C|HTR3A|HTR6|HTR7
BRD-K70358946	aripiprazole	10 uM	serotonin receptor agonist|serotonin receptor antagonist	ADRA1A|ADRA1B|ADRA2A|ADRA2B|ADRA2C|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HTR1A|HTR1B|HTR1D|HTR1E|HTR2A|HTR2C|HTR3A|HTR6|HTR7
BRD-K33852358	arofylline	0.04 uM	phosphodiesterase inhibitor	PDE4A
BRD-K33852358	arofylline	0.12 uM	phosphodiesterase inhibitor	PDE4A
BRD-K33852358	arofylline	0.37 uM	phosphodiesterase inhibitor	PDE4A
BRD-K33852358	arofylline	1.11 uM	phosphodiesterase inhibitor	PDE4A
BRD-K33852358	arofylline	3.33 uM	phosphodiesterase inhibitor	PDE4A
BRD-K33852358	arofylline	10 uM	phosphodiesterase inhibitor	PDE4A
BRD-K46386702	arry-334543	0.04 uM	egfr inhibitor	ERBB2
BRD-K46386702	arry-334543	0.12 uM	egfr inhibitor	ERBB2
BRD-K46386702	arry-334543	0.37 uM	egfr inhibitor	ERBB2
BRD-K46386702	arry-334543	1.11 uM	egfr inhibitor	ERBB2
BRD-K46386702	arry-334543	3.33 uM	egfr inhibitor	ERBB2
BRD-K46386702	arry-334543	10 uM	egfr inhibitor	ERBB2
BRD-K17944737	artesunate	0.04 uM	dna synthesis inhibitor	unknown
BRD-K17944737	artesunate	0.12 uM	dna synthesis inhibitor	unknown
BRD-K17944737	artesunate	0.37 uM	dna synthesis inhibitor	unknown
BRD-K17944737	artesunate	1.11 uM	dna synthesis inhibitor	unknown
BRD-K17944737	artesunate	3.33 uM	dna synthesis inhibitor	unknown
BRD-K17944737	artesunate	10 uM	dna synthesis inhibitor	unknown
BRD-K41895714	as-605240	0.04 uM	pi3k inhibitor	NA
BRD-K41895714	as-605240	0.12 uM	pi3k inhibitor	NA
BRD-K41895714	as-605240	0.37 uM	pi3k inhibitor	NA
BRD-K41895714	as-605240	1.11 uM	pi3k inhibitor	NA
BRD-K41895714	as-605240	3.33 uM	pi3k inhibitor	NA
BRD-K41895714	as-605240	10 uM	pi3k inhibitor	NA
BRD-K27938825	asa-404	0.04 uM	angiogenesis inhibitor	unknown
BRD-K27938825	asa-404	0.12 uM	angiogenesis inhibitor	unknown
BRD-K27938825	asa-404	0.37 uM	angiogenesis inhibitor	unknown
BRD-K27938825	asa-404	1.11 uM	angiogenesis inhibitor	unknown
BRD-K27938825	asa-404	3.33 uM	angiogenesis inhibitor	unknown
BRD-K27938825	asa-404	10 uM	angiogenesis inhibitor	unknown
BRD-K95260951	asenapine	0.04 uM	dopamine receptor antagonist|serotonin receptor antagonist	DRD2|HRH1|HTR1A|HTR1B|HTR1D|HTR1E|HTR2A
BRD-K95260951	asenapine	0.12 uM	dopamine receptor antagonist|serotonin receptor antagonist	DRD2|HRH1|HTR1A|HTR1B|HTR1D|HTR1E|HTR2A
BRD-K95260951	asenapine	0.37 uM	dopamine receptor antagonist|serotonin receptor antagonist	DRD2|HRH1|HTR1A|HTR1B|HTR1D|HTR1E|HTR2A
BRD-K95260951	asenapine	1.11 uM	dopamine receptor antagonist|serotonin receptor antagonist	DRD2|HRH1|HTR1A|HTR1B|HTR1D|HTR1E|HTR2A
BRD-K95260951	asenapine	3.33 uM	dopamine receptor antagonist|serotonin receptor antagonist	DRD2|HRH1|HTR1A|HTR1B|HTR1D|HTR1E|HTR2A
BRD-K95260951	asenapine	10 uM	dopamine receptor antagonist|serotonin receptor antagonist	DRD2|HRH1|HTR1A|HTR1B|HTR1D|HTR1E|HTR2A
BRD-K11433652	aspirin	0.04 uM	cyclooxygenase inhibitor	AKR1C1|ASIC3|EDNRA|HSPA5|IKBKB|NFKB1|NFKB2|NFKBIA|PRKAA1|PRKAA2|PRKAB1|PRKAB2|PRKAG1|PRKAG2|PRKAG3|PTGS1|PTGS2|RPS6KA3|TP53
BRD-K11433652	aspirin	0.12 uM	cyclooxygenase inhibitor	AKR1C1|ASIC3|EDNRA|HSPA5|IKBKB|NFKB1|NFKB2|NFKBIA|PRKAA1|PRKAA2|PRKAB1|PRKAB2|PRKAG1|PRKAG2|PRKAG3|PTGS1|PTGS2|RPS6KA3|TP53
BRD-K11433652	aspirin	0.37 uM	cyclooxygenase inhibitor	AKR1C1|ASIC3|EDNRA|HSPA5|IKBKB|NFKB1|NFKB2|NFKBIA|PRKAA1|PRKAA2|PRKAB1|PRKAB2|PRKAG1|PRKAG2|PRKAG3|PTGS1|PTGS2|RPS6KA3|TP53
BRD-K11433652	aspirin	1.11 uM	cyclooxygenase inhibitor	AKR1C1|ASIC3|EDNRA|HSPA5|IKBKB|NFKB1|NFKB2|NFKBIA|PRKAA1|PRKAA2|PRKAB1|PRKAB2|PRKAG1|PRKAG2|PRKAG3|PTGS1|PTGS2|RPS6KA3|TP53
BRD-K11433652	aspirin	3.33 uM	cyclooxygenase inhibitor	AKR1C1|ASIC3|EDNRA|HSPA5|IKBKB|NFKB1|NFKB2|NFKBIA|PRKAA1|PRKAA2|PRKAB1|PRKAB2|PRKAG1|PRKAG2|PRKAG3|PTGS1|PTGS2|RPS6KA3|TP53
BRD-K11433652	aspirin	10 uM	cyclooxygenase inhibitor	AKR1C1|ASIC3|EDNRA|HSPA5|IKBKB|NFKB1|NFKB2|NFKBIA|PRKAA1|PRKAA2|PRKAB1|PRKAB2|PRKAG1|PRKAG2|PRKAG3|PTGS1|PTGS2|RPS6KA3|TP53
BRD-A20239487	atenolol	0.04 uM	adrenergic receptor antagonist	unknown
BRD-A20239487	atenolol	0.12 uM	adrenergic receptor antagonist	unknown
BRD-A20239487	atenolol	0.37 uM	adrenergic receptor antagonist	unknown
BRD-A20239487	atenolol	1.11 uM	adrenergic receptor antagonist	unknown
BRD-A20239487	atenolol	3.33 uM	adrenergic receptor antagonist	unknown
BRD-A20239487	atenolol	10 uM	adrenergic receptor antagonist	unknown
BRD-K39252998	atipamezole	0.04 uM	adrenergic receptor antagonist	unknown
BRD-K39252998	atipamezole	0.12 uM	adrenergic receptor antagonist	unknown
BRD-K39252998	atipamezole	0.37 uM	adrenergic receptor antagonist	unknown
BRD-K39252998	atipamezole	1.11 uM	adrenergic receptor antagonist	unknown
BRD-K39252998	atipamezole	3.33 uM	adrenergic receptor antagonist	unknown
BRD-K39252998	atipamezole	10 uM	adrenergic receptor antagonist	unknown
BRD-K00521308	atn-161	0.04 uM	integrin antagonist	ITGA5|ITGAV|ITGB1|ITGB3
BRD-K00521308	atn-161	0.12 uM	integrin antagonist	ITGA5|ITGAV|ITGB1|ITGB3
BRD-K00521308	atn-161	0.37 uM	integrin antagonist	ITGA5|ITGAV|ITGB1|ITGB3
BRD-K00521308	atn-161	1.11 uM	integrin antagonist	ITGA5|ITGAV|ITGB1|ITGB3
BRD-K00521308	atn-161	3.33 uM	integrin antagonist	ITGA5|ITGAV|ITGB1|ITGB3
BRD-K00521308	atn-161	10 uM	integrin antagonist	ITGA5|ITGAV|ITGB1|ITGB3
BRD-K69726342	atorvastatin	0.04 uM	hmgcr inhibitor	AHR|DPP4|HMGCR
BRD-K69726342	atorvastatin	0.12 uM	hmgcr inhibitor	AHR|DPP4|HMGCR
BRD-K69726342	atorvastatin	0.37 uM	hmgcr inhibitor	AHR|DPP4|HMGCR
BRD-K69726342	atorvastatin	1.11 uM	hmgcr inhibitor	AHR|DPP4|HMGCR
BRD-K69726342	atorvastatin	3.33 uM	hmgcr inhibitor	AHR|DPP4|HMGCR
BRD-K69726342	atorvastatin	10 uM	hmgcr inhibitor	AHR|DPP4|HMGCR
BRD-K17498618	atracurium	0.04 uM	acetylcholine receptor antagonist	unknown
BRD-K17498618	atracurium	0.12 uM	acetylcholine receptor antagonist	unknown
BRD-K17498618	atracurium	0.37 uM	acetylcholine receptor antagonist	unknown
