Metadata_broad_sample,broad_id,pert_iname,moa
BRD-K81916719-001-13-9,BRD-K81916719,triclabendazole,Microtubule inhibitor
BRD-K81957469-001-01-0,BRD-K81957469,semagacestat,Gamma secretase inhibitor
BRD-K82135108-001-04-3,BRD-K82135108,elesclomol,Oxidative stress inducer
BRD-K82225283-001-03-1,BRD-K82225283,isosorbide,Nitric oxide stimulant
BRD-K82234479-001-09-4,BRD-K82234479,tramiprosate,Beta amyloid aggregation inhibitor
BRD-K82236179-213-01-0,BRD-K82236179,dicoumarol,NADPH inhibitor
BRD-K82244583-001-01-3,BRD-K82244583,mek162,MEK inhibitor
BRD-K82467063-001-02-7,BRD-K82467063,sb-271046,serotonin receptor antagonist
BRD-K82522873-001-01-1,BRD-K82522873,n6022,Alcohol dehydrogenase inhibitor
BRD-K82603084-408-01-1,BRD-K82603084,ethylenediaminetetraacetic-acid,PKC inhibitor
BRD-K82677201-001-01-6,BRD-K82677201,almitrine,Neurotransmitter agonist
BRD-K82746043-001-15-1,BRD-K82746043,navitoclax,BCL inhibitor
BRD-K82767007-001-01-1,BRD-K82767007,dazoxiben,Thromboxane synthase inhibitor
BRD-K82795137-001-26-2,BRD-K82795137,loratadine,Histamine receptor antagonist
BRD-K82846253-001-15-4,BRD-K82846253,repaglinide,Insulin secretagogue
BRD-K82928847-001-04-7,BRD-K82928847,acy-1215,HDAC inhibitor
BRD-K82941592-238-04-5,BRD-K82941592,rosuvastatin,HMGCR inhibitor
BRD-K82967685-300-01-2,BRD-K82967685,mirodenafil,Phosphodiesterase inhibitor
BRD-K83057217-001-01-2,BRD-K83057217,doxifluridine,Thymidylate synthase inhibitor
BRD-K83186168-001-01-8,BRD-K83186168,azd1981,CRTH receptor antagonist
BRD-K83405785-001-01-5,BRD-K83405785,pimavanserin,Serotonin receptor inverse agonist
BRD-K83508485-001-02-7,BRD-K83508485,FK-888,Tachykinin antagonist
BRD-K83699324-001-01-1,BRD-K83699324,nms-1286937,PLK inhibitor
BRD-K83720053-001-03-8,BRD-K83720053,avagacestat,Gamma secretase inhibitor
BRD-K83794243-001-01-8,BRD-K83794243,palovarotene,Retinoid receptor agonist
BRD-K83837640-001-04-8,BRD-K83837640,JNJ-26854165,HDAC inhibitor
BRD-K83963101-001-06-9,BRD-K83963101,MLN-8054,Aurora kinase inhibitor|Mitotic inhibitor|Protein kinase inhibitor
BRD-K84011460-051-01-7,BRD-K84011460,nizofenone,Ion channel antagonist
BRD-K84091759-001-07-1,BRD-K84091759,candesartan,Angiotensin receptor antagonist
BRD-K84163249-001-01-9,BRD-K84163249,ercalcitriol,Vitamin D receptor agonist
BRD-K84466663-001-05-4,BRD-K84466663,nelarabine,DNA synthesis inhibitor|T cell inhibitor
BRD-K84564571-001-02-4,BRD-K84564571,telatinib,KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor
BRD-K84683831-001-01-0,BRD-K84683831,radezolid,Bacterial 30S ribosomal subunit inhibitor|Bacterial 50S ribosomal subunit inhibitor
BRD-K84698278-001-03-4,BRD-K84698278,agomelatine,Melatonin receptor agonist|Serotonin receptor antagonist
BRD-K84748119-050-01-1,BRD-K84748119,vicriviroc,CC chemokine receptor antagonist
BRD-K84783599-001-01-0,BRD-K84783599,riociguat,Guanylate cyclase stimulant
BRD-K84794093-001-07-5,BRD-K84794093,dideoxyadenosine,Nucleoside reverse transcriptase inhibitor
BRD-K84798689-236-02-9,BRD-K84798689,sodium-tanshinone-ii-a-sulfonate,Inward rectifier potassium channel activator
BRD-K84810405-003-01-1,BRD-K84810405,almorexant,Orexin receptor antagonist
BRD-K84892605-001-01-1,BRD-K84892605,iowh032,CFTR channel antagonist
BRD-K84925803-001-01-9,BRD-K84925803,t-5224,AP inhibitor
BRD-K84986517-001-01-8,BRD-K84986517,darunavir,HIV protease inhibitor
BRD-K84996356-001-01-1,BRD-K84996356,azd3514,Drugs Acting on Androgen Receptor
BRD-K85090592-008-22-7,BRD-K85090592,pilocarpine,Acetylcholine receptor agonist
BRD-K85119730-001-28-9,BRD-K85119730,tolbutamide,ATP channel blocker
BRD-K85140930-001-12-7,BRD-K85140930,aphidicolin,RNA synthesis inhibitor
BRD-K85307935-236-09-5,BRD-K85307935,novobiocin,Bacterial DNA gyrase inhibitor
BRD-K85337334-004-02-6,BRD-K85337334,otilonium,Acetylcholine receptor antagonist
BRD-K85406984-001-01-0,BRD-K85406984,sobetirome,Thyroid hormone receptor agonist
BRD-K85606544-001-09-1,BRD-K85606544,neratinib,EGFR inhibitor
BRD-K85679373-001-01-1,BRD-K85679373,sulbactam,Beta lactamase inhibitor
BRD-K85751432-001-03-3,BRD-K85751432,refametinib,MEK inhibitor
BRD-K85833139-001-01-9,BRD-K85833139,dehydroepiandrosterone,Protein synthesis stimulant
BRD-K85925969-001-17-4,BRD-K85925969,zalcitabine,Nucleoside reverse transcriptase inhibitor
BRD-K86118762-001-01-8,BRD-K86118762,linsitinib,IGF-1 inhibitor
BRD-K86301799-001-34-8,BRD-K86301799,dipyridamole,Phosphodiesterase inhibitor
BRD-K86307448-001-17-5,BRD-K86307448,allopurinol,Xanthine oxidase inhibitor
BRD-K86525559-001-04-5,BRD-K86525559,azd7762,CHK inhibitor
BRD-K86797399-001-04-4,BRD-K86797399,sb-939,HDAC inhibitor
BRD-K86816506-001-01-8,BRD-K86816506,pf-04457845,FAAH inhibitor
BRD-K86882815-001-03-2,BRD-K86882815,cabergoline,Dopamine receptor agonist
BRD-K86892782-001-17-0,BRD-K86892782,edoxudine,DNA directed DNA polymerase inhibitor
BRD-K86930074-001-05-0,BRD-K86930074,cediranib,VEGFR inhibitor|KIT inhibitor
BRD-K87156652-001-12-7,BRD-K87156652,carbimazole,Antithyroid agent
BRD-K87300616-001-01-9,BRD-K87300616,ursodiol,"Nuclear factor erythroid derived, like (NRF2) activator"
BRD-K87737963-001-06-0,BRD-K87737963,CYT387,JAK inhibitor
BRD-K87782578-001-01-4,BRD-K87782578,avl-292,Bruton's tyrosine kinase (BTK) inhibitor
BRD-K87909389-003-03-4,BRD-K87909389,alvocidib,CDK inhibitor
BRD-K88358234-003-04-8,BRD-K88358234,xaliproden,Serotonin receptor agonist
BRD-K88366685-300-06-0,BRD-K88366685,trimetazidine,3-ketoacyl CoA thiolase inhibitor
BRD-K88429204-001-35-1,BRD-K88429204,pyrimethamine,Dihydrofolate reductase inhibitor
BRD-K88506063-001-01-8,BRD-K88506063,kd025,Rho associated kinase inhibitor
BRD-K88510285-001-11-1,BRD-K88510285,bortezomib,NFkB pathway inhibitor|Proteasome inhibitor
BRD-K88544581-001-06-1,BRD-K88544581,CI-976,ACAT inhibitor
BRD-K88611939-001-22-4,BRD-K88611939,aniracetam,Glutamate receptor agonist
BRD-K89162000-001-06-4,BRD-K89162000,tandutinib,FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor
BRD-K89208535-051-01-5,BRD-K89208535,indacaterol,Adrenergic receptor agonist
BRD-K89274813-001-02-3,BRD-K89274813,DMP-543,Acetylcholine release stimulant
BRD-K89348303-001-14-7,BRD-K89348303,ramipril,Angiotensin converting enzyme inhibitor
BRD-K89375097-300-08-8,BRD-K89375097,pirenzepine,Acetylcholine receptor antagonist
BRD-K89917372-001-01-2,BRD-K89917372,retigabine,Potassium channel activator
BRD-K89997465-003-43-0,BRD-K89997465,chlorpromazine,Dopamine receptor antagonist
BRD-K90195324-003-02-5,BRD-K90195324,bazedoxifene,Selective estrogen receptor modulator (SERM)
BRD-K90333595-003-21-4,BRD-K90333595,phentolamine,Adrenergic receptor antagonist
BRD-K90777969-300-01-2,BRD-K90777969,cutamesine,Sigma receptor agonist
BRD-K90825648-001-02-0,BRD-K90825648,rs-127445,serotonin receptor antagonist
BRD-K90868879-001-03-8,BRD-K90868879,canagliflozin,Sodium/glucose cotransporter inhibitor
BRD-K90948141-001-01-4,BRD-K90948141,indiplon,Benzodiazepine receptor agonist|GABA receptor agonist
BRD-K91111634-001-01-2,BRD-K91111634,rotigotine,Dopamine receptor agonist
BRD-K91159026-001-01-7,BRD-K91159026,telcagepant,Calcitonin antagonist
BRD-K91263825-003-21-4,BRD-K91263825,nortriptyline,Tricyclic antidepressant
BRD-K91301684-003-05-5,BRD-K91301684,noscapine,Bradykinin receptor antagonist|Tubulin inhibitor
BRD-K91308639-001-02-7,BRD-K91308639,arn-509,androgen receptor antagonist
BRD-K91315211-300-05-7,BRD-K91315211,betahistine,Histamine receptor agonist|Histamine receptor antagonist
BRD-K91336023-003-01-0,BRD-K91336023,mesulergine,Dopamine receptor agonist
BRD-K91456750-238-01-7,BRD-K91456750,sacubitril,Neprilysin inhibitor
BRD-K91495480-001-02-2,BRD-K91495480,agp-103,membrane permeability inhibitor
BRD-K91544578-001-03-8,BRD-K91544578,nikethamide,Immunostimulant
BRD-K91601245-001-12-0,BRD-K91601245,mercaptopurine,Immunosuppressant|Protein synthesis inhibitor|Purine antagonist
BRD-K91740057-001-19-8,BRD-K91740057,felbinac,Cyclooxygenase inhibitor
BRD-K91822704-003-07-2,BRD-K91822704,torcitabine,DNA polymerase inhibitor
BRD-K91825936-001-01-2,BRD-K91825936,zk811752,CC chemokine receptor antagonist
BRD-K92041145-001-09-5,BRD-K92041145,o6-benzylguanine,O6-alkylguanine-DNA alkyltransferase inhibitor
BRD-K92049597-001-20-8,BRD-K92049597,triamterene,Sodium channel blocker
BRD-K92093830-003-30-8,BRD-K92093830,doxorubicin,Topoisomerase inhibitor
BRD-K92213669-001-01-3,BRD-K92213669,lomitapide,Microsomal trigylceride transfer protein inhibitor
BRD-K92241597-001-06-0,BRD-K92241597,tosedostat,Peptidase inhibitor
BRD-K92301463-001-05-5,BRD-K92301463,"16,16-dimethylprostaglandin-e2",Prostanoid receptor agonist
BRD-K92303087-001-01-6,BRD-K92303087,oglemilast,Phosphodiesterase inhibitor
BRD-K92428153-001-04-4,BRD-K92428153,mycophenolate-mofetil,Inosine monophosphate dehydrogenase inhibitor|Hydroxycarboxylic acid receptor agonist|Immunosuppressant|Dehydrogenase inhibitor|Inositol monophosphatase inhibitor
BRD-K92428232-001-10-6,BRD-K92428232,GSK-461364,PLK inhibitor
BRD-K92441787-001-04-1,BRD-K92441787,bexarotene,Retinoid receptor agonist
BRD-K92467929-001-01-1,BRD-K92467929,oxandrolone,Androgen receptor agonist
BRD-K92613113-066-02-7,BRD-K92613113,safinamide,Dopamine uptake inhibitor|Glutamate inhibitor|Monoamine oxidase inhibitor
BRD-K92657060-001-05-7,BRD-K92657060,zaleplon,Benzodiazepine receptor agonist
BRD-K92723993-001-06-7,BRD-K92723993,imatinib,PDGFR tyrosine kinase receptor inhibitor|Bcr-Abl kinase inhibitor|KIT inhibitor
BRD-K92758126-001-18-8,BRD-K92758126,gibberellic-acid,NFkB pathway inhibitor
BRD-K92848252-001-01-9,BRD-K92848252,diminazene-aceturate,Angiotensin converting enzyme activator|DNA intercalating agent|Topoisomerase inhibitor
BRD-K92968657-001-01-6,BRD-K92968657,tirapazamine,DNA inhibitor
BRD-K92984783-003-05-7,BRD-K92984783,melperone,Dopamine receptor antagonist|Serotonin receptor antagonist
BRD-K93034159-001-25-8,BRD-K93034159,cladribine,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor
BRD-K93123848-001-04-1,BRD-K93123848,raf265,RAF inhibitor|VEGFR inhibitor
BRD-K93208532-001-02-5,BRD-K93208532,apremilast,Phosphodiesterase inhibitor
BRD-K93255255-001-02-1,BRD-K93255255,indoximod,"Indoleamine 2,3-dioxygenase inhibitor"
BRD-K93460210-001-23-7,BRD-K93460210,lamotrigine,Serotonin receptor antagonist|Sodium channel blocker
BRD-K93461745-003-25-0,BRD-K93461745,buspirone,Serotonin receptor agonist
BRD-K93618743-001-21-0,BRD-K93618743,ipriflavone,Bone resorption inhibitor
BRD-K93633846-001-01-7,BRD-K93633846,hesperidin,Flavanone glycoside
BRD-K93645900-001-11-3,BRD-K93645900,tadalafil,Phosphodiesterase inhibitor
BRD-K93754473-048-20-2,BRD-K93754473,tamoxifen,Estrogen receptor antagonist|Selective estrogen receptor modulator (SERM)
BRD-K93767137-001-01-1,BRD-K93767137,oseltamivir-carboxylate,Neuraminidase inhibitor
BRD-K93779381-001-01-9,BRD-K93779381,ingenol-mebutate,PKC activator
BRD-K93869735-001-01-1,BRD-K93869735,taltirelin,Thyrotropin releasing hormone receptor agonist
BRD-K93880783-001-26-6,BRD-K93880783,stavudine,DNA directed DNA polymerase inhibitor|Reverse transcriptase inhibitor
BRD-K93918653-001-08-9,BRD-K93918653,quizartinib,FLT3 inhibitor
BRD-K93944989-001-08-0,BRD-K93944989,safingol,PKC inhibitor
BRD-K94288301-001-01-7,BRD-K94288301,letermovir,CMV terminase inhibitor
BRD-K94293891-001-01-3,BRD-K94293891,suvorexant,Orexin receptor antagonist
BRD-K94397152-001-01-6,BRD-K94397152,ribavirin,Antiviral
BRD-K94420399-001-01-9,BRD-K94420399,pf-04136309,CC chemokine receptor antagonist
BRD-K94436377-001-10-2,BRD-K94436377,diosmin,Aryl hydrocarbon receptor agonist|Capillary stabilizing agent
BRD-K94534639-001-02-5,BRD-K94534639,ly2811376,Beta-secretase inhibitor
BRD-K94830329-001-03-0,BRD-K94830329,ataluren,CFTR channel agonist|Dystrophin stimulant
BRD-K95142244-001-01-5,BRD-K95142244,talazoparib,PARP inhibitor
BRD-K95237249-001-26-5,BRD-K95237249,probenecid,Uricosuric blocker
BRD-K95260951-050-03-1,BRD-K95260951,asenapine,Dopamine receptor antagonist|Serotonin receptor antagonist
BRD-K95412502-003-01-5,BRD-K95412502,istaroxime,ATPase inhibitor
BRD-K95739795-001-03-7,BRD-K95739795,tetrabenazine,Vesicular monoamine transporter inhibitor
BRD-K95763993-001-19-3,BRD-K95763993,trapidil,PDGFR tyrosine kinase receptor inhibitor
BRD-K95773607-004-03-8,BRD-K95773607,darifenacin,Acetylcholine receptor antagonist
BRD-K95880107-001-02-4,BRD-K95880107,ph-797804,p38 MAPK inhibitor
BRD-K95901403-001-04-5,BRD-K95901403,XL-147,PI3K inhibitor
BRD-K95921201-001-14-6,BRD-K95921201,reserpine,Vesicular monoamine transporter inhibitor
BRD-K96042922-001-09-8,BRD-K96042922,etanidazole,Bacterial cell wall synthesis inhibitor
BRD-K96123349-236-02-8,BRD-K96123349,brequinar,Dihydroorotate dehydrogenase inhibitor
BRD-K96194081-001-10-2,BRD-K96194081,cepharanthine,NFkB pathway inhibitor
BRD-K96319534-003-03-9,BRD-K96319534,phentermine,Dopamine uptake inhibitor|Serotonin reuptake inhibitor
BRD-K96342952-001-01-2,BRD-K96342952,tobramycin,Bacterial 30S ribosomal subunit inhibitor
BRD-K96550715-001-02-6,BRD-K96550715,linagliptin,Dipeptidyl peptidase inhibitor
BRD-K96615647-001-01-2,BRD-K96615647,av-608,tachykinin antagonist
BRD-K96671969-001-03-1,BRD-K96671969,pa-824,nitric oxide donor
BRD-K96720755-001-02-6,BRD-K96720755,relcovaptan,Vasopressin receptor antagonist
BRD-K96740444-001-02-1,BRD-K96740444,itopride,Dopamine receptor antagonist
BRD-K96862998-001-15-5,BRD-K96862998,pirfenidone,TGF beta receptor inhibitor
BRD-K96936751-001-01-4,BRD-K96936751,bretazenil,GABA benzodiazepine site receptor partial agonist
BRD-K97010173-001-04-1,BRD-K97010173,deferasirox,Chelating agent
BRD-K97045029-001-02-7,BRD-K97045029,pranlukast,Leukotriene receptor antagonist
BRD-K97101532-001-02-8,BRD-K97101532,vx-661,CFTR channel agonist
BRD-K97158071-001-18-1,BRD-K97158071,droperidol,Dopamine receptor antagonist
BRD-K97181089-003-24-7,BRD-K97181089,amiloride,Sodium channel blocker
BRD-K97309399-001-09-4,BRD-K97309399,thiothixene,Dopamine receptor antagonist
BRD-K97399794-001-15-3,BRD-K97399794,quercetin,Polar auxin transport inhibitor
BRD-K97428065-001-01-2,BRD-K97428065,netupitant,Tachykinin antagonist
BRD-K97440753-066-18-1,BRD-K97440753,dihydroergocristine,Adrenergic receptor antagonist|Prolactin inhibitor
BRD-K97472745-001-01-8,BRD-K97472745,gestrinone,Progesterone receptor antagonist
BRD-K97530723-001-20-9,BRD-K97530723,melatonin,Melatonin receptor agonist|Nitric oxide synthase inhibitor
BRD-K97564742-050-32-7,BRD-K97564742,mepyramine,Histamine receptor antagonist
BRD-K97643133-003-09-3,BRD-K97643133,amiprilose,CD antagonist
BRD-K97729603-001-01-2,BRD-K97729603,pimecrolimus,Calcineurin inhibitor
BRD-K97746869-001-27-0,BRD-K97746869,chlorpropamide,ATP channel blocker
BRD-K97799481-001-16-0,BRD-K97799481,theophylline,Adenosine receptor antagonist
BRD-K97884852-001-05-4,BRD-K97884852,malotilate,Protein synthesis stimulant
BRD-K97963946-001-01-3,BRD-K97963946,emd-1214063,hepatocyte growth factor receptor inhibitor
BRD-K98004573-051-02-8,BRD-K98004573,rupatadine,Histamine receptor antagonist|Platelet activating factor receptor antagonist
BRD-K98493452-001-14-9,BRD-K98493452,honokiol,AKT inhibitor
BRD-K98530306-003-18-3,BRD-K98530306,clonidine,Adrenergic receptor agonist
BRD-K98572433-001-02-9,BRD-K98572433,azd8931,EGFR inhibitor
BRD-K98624455-074-02-8,BRD-K98624455,bepotastine,Histamine receptor antagonist
BRD-K98733875-001-01-4,BRD-K98733875,baicalin,Beta glucuronidase inhibitor
BRD-K98769987-001-23-7,BRD-K98769987,flumazenil,Benzodiazepine receptor antagonist
BRD-K99023089-001-03-7,BRD-K99023089,azd5363,AKT inhibitor
BRD-K99092662-001-01-1,BRD-K99092662,ps178990,Androgen receptor modulator
BRD-K99113996-001-02-0,BRD-K99113996,azd2014,MTOR inhibitor
BRD-K99257182-310-01-6,BRD-K99257182,quinidine,Sodium channel blocker
BRD-K99383816-001-02-7,BRD-K99383816,ftorafur,Thymidylate synthase inhibitor
BRD-K99451608-001-07-3,BRD-K99451608,lopinavir,HIV protease inhibitor
BRD-K99475619-001-01-2,BRD-K99475619,genz-644282,Topoisomerase inhibitor
BRD-K99504665-001-01-2,BRD-K99504665,goserelin-acetate,Gonadotropin releasing factor hormone receptor agonist
BRD-K99545815-001-06-3,BRD-K99545815,PF-562271,Focal adhesion kinase inhibitor
BRD-K99604664-001-01-1,BRD-K99604664,tanaproget,Progesterone receptor agonist
BRD-K99749624-001-07-0,BRD-K99749624,linifanib,PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor
BRD-K99792991-001-34-9,BRD-K99792991,hexachlorophene,Potassium channel activator
BRD-K99964838-001-11-9,BRD-K99964838,bosutinib,Src inhibitor|Abl kinase inhibitor|Bcr-Abl kinase inhibitor
BRD-M39350793-334-01-1,BRD-M39350793,reboxetine,Adrenergic receptor antagonist
BRD-M80207679-001-01-5,BRD-M80207679,nemonapride,Dopamine receptor antagonist
BRD-M89827113-001-01-5,BRD-M89827113,levcromakalim,Potassium channel activator
DMSO,DMSO,DMSO,Control vehicle
BRD-A02710418-003-11-8,BRD-A02710418,meptazinol,opioid receptor agonist
BRD-A18917088-001-04-9,BRD-A18917088,estradiol,estrogen receptor agonist
BRD-A19795905-001-08-0,BRD-A19795905,atovaquone,mitochondrial electron transport inhibitor
BRD-A19952358-001-11-3,BRD-A19952358,closantel,chitinase inhibitor|NFkB pathway inhibitor
BRD-A20131130-001-01-7,BRD-A20131130,,
BRD-A21607826-003-05-1,BRD-A21607826,dexmedetomidine,adrenergic receptor agonist
BRD-A21858158-001-23-5,BRD-A21858158,praziquantel,anthelmintic agent
BRD-A22081593-001-11-1,BRD-A22081593,sulmazole,adenosine receptor antagonist
BRD-A22305049-003-13-6,BRD-A22305049,benfluorex,gluconeogenesis inhibitor
BRD-A22380646-236-05-8,BRD-A22380646,pantoprazole,ATPase inhibitor
BRD-A22642447-001-01-9,BRD-A22642447,licarbazepine,voltage-gated sodium channel blocker
BRD-A23067620-300-01-3,BRD-A23067620,itraconazole,cytochrome P450 inhibitor
BRD-A24191444-046-02-1,BRD-A24191444,ifenprodil,adrenergic receptor antagonist|glutamate receptor antagonist
BRD-A24514565-001-09-7,BRD-A24514565,warfarin,vitamin K antagonist
BRD-A24560335-300-01-2,BRD-A24560335,efatutazone,PPAR receptor agonist
BRD-A36010170-001-04-0,BRD-A36010170,amcinonide,glucocorticoid receptor agonist
BRD-A37288617-003-02-2,BRD-A37288617,,
BRD-A38076815-003-10-3,BRD-A38076815,glafenine,DeltaF508-CFTR Correctors
BRD-A42699921-001-02-8,BRD-A42699921,teriflunomide,dihydroorotate dehydrogenase inhibitor
BRD-A42759514-001-20-5,BRD-A42759514,ornidazole,antiprotozoal agent
BRD-A44448661-001-04-8,BRD-A44448661,,
BRD-A49838158-001-01-1,BRD-A49838158,phenprocoumon,vitamin K antagonist
BRD-A50684349-003-02-9,BRD-A50684349,fenoldopam,dopamine receptor agonist
BRD-A51382177-236-03-0,BRD-A51382177,fosinopril,angiotensin converting enzyme inhibitor
BRD-A51964809-003-12-6,BRD-A51964809,halofantrine,antimalarial agent
BRD-A52922642-001-03-7,BRD-A52922642,gallopamil,L-type calcium channel blocker
BRD-A55272860-001-15-3,BRD-A55272860,levosulpiride,dopamine receptor antagonist
BRD-A56359832-001-11-1,BRD-A56359832,zileuton,leukotriene synthesis inhibitor|lipoxygenase inhibitor
BRD-A68009927-003-03-7,BRD-A68009927,daunorubicin,RNA synthesis inhibitor|topoisomerase inhibitor
BRD-A84045418-001-03-1,BRD-A84045418,,
BRD-A87983072-001-01-1,BRD-A87983072,benzotript,CCK receptor antagonist
BRD-A89585551-003-16-6,BRD-A89585551,mefloquine,adenosine receptor antagonist|hemoglobin antagonist
BRD-K01192156-001-02-7,BRD-K01192156,,
BRD-K03353589-236-01-4,BRD-K03353589,ecabet,gastrin inhibitor|urease inhibitor
BRD-K18895904-001-16-1,BRD-K18895904,olanzapine,dopamine receptor antagonist|serotonin receptor antagonist
BRD-K18922609-004-23-1,BRD-K18922609,neostigmine,acetylcholinesterase inhibitor
BRD-K18961567-001-01-1,BRD-K18961567,LY2801653,MET inhibitor
BRD-K19061412-001-02-4,BRD-K19061412,mubritinib,protein tyrosine kinase inhibitor
BRD-K19085898-001-01-8,BRD-K19085898,darapladib,phospholipase inhibitor
BRD-K19412355-001-01-0,BRD-K19412355,SB-242235,p38 MAPK inhibitor
BRD-K19416115-001-05-3,BRD-K19416115,sitagliptin,dipeptidyl peptidase inhibitor
BRD-K19438463-001-05-5,BRD-K19438463,CNQX,glutamate receptor antagonist
BRD-K19456237-001-27-6,BRD-K19456237,piracetam,acetylcholine receptor agonist
BRD-K19462402-003-24-6,BRD-K19462402,buflomedil,adrenergic receptor antagonist|calcium channel blocker
BRD-K19477839-001-07-6,BRD-K19477839,SGX523,hepatocyte growth factor receptor inhibitor
BRD-K19741547-003-01-7,BRD-K19741547,vernakalant,potassium channel blocker
BRD-K19761926-001-02-8,BRD-K19761926,eplerenone,cytochrome P450 inhibitor
BRD-K20001883-001-02-7,BRD-K20001883,apabetalone,apolipoprotein expression enhancer
BRD-K20008181-001-01-3,BRD-K20008181,LCQ908,diacylglycerol O acyltransferase inhibitor
BRD-K20079257-001-09-6,BRD-K20079257,rufinamide,voltage-gated sodium channel blocker
BRD-K20722021-001-02-1,BRD-K20722021,CEP-32496,RAF inhibitor
BRD-K20738689-001-01-2,BRD-K20738689,dazmegrel,thromboxane synthase inhibitor
BRD-K20745393-003-01-0,BRD-K20745393,olprinone,phosphodiesterase inhibitor
BRD-K20897876-001-10-0,BRD-K20897876,castanospermine,glucosidase inhibitor
BRD-K20958582-001-01-4,BRD-K20958582,TH-302,DNA alkylating agent
BRD-K21071223-001-02-8,BRD-K21071223,VP-20629,beta amyloid antagonist
BRD-K21283037-001-21-5,BRD-K21283037,riluzole,glutamate inhibitor
BRD-K21547160-001-01-4,BRD-K21547160,,
BRD-K21548250-003-19-1,BRD-K21548250,moracizine,sodium channel blocker
BRD-K21670884-001-01-9,BRD-K21670884,cariporide,sodium/hydrogen exchanger inhibitor
BRD-K21680192-300-14-4,BRD-K21680192,mitoxantrone,topoisomerase inhibitor
BRD-K21884483-001-03-7,BRD-K21884483,mizolastine,histamine receptor antagonist
BRD-K22097830-001-01-9,BRD-K22097830,OCO-1112,cholesterol inhibitor
BRD-K22482860-001-21-4,BRD-K22482860,dalfampridine,potassium channel blocker
BRD-K22662435-001-18-3,BRD-K22662435,ganciclovir,DNA polymerase inhibitor
BRD-K22861715-001-17-4,BRD-K22861715,chrysin,breast cancer resistance protein inhibitor
BRD-K22936972-003-23-6,BRD-K22936972,diphenylpyraline,dopamine reuptake inhibitor
BRD-K22969690-001-04-2,BRD-K22969690,chloramphenicol,bacterial 50S ribosomal subunit inhibitor
BRD-K23082237-003-01-5,BRD-K23082237,butaclamol,dopamine receptor antagonist
BRD-K23190681-001-01-1,BRD-K23190681,AV-412,protein tyrosine kinase inhibitor
BRD-K23204545-001-16-4,BRD-K23204545,busulfan,DNA inhibitor
BRD-K23228615-001-02-8,BRD-K23228615,GDC-0980,mTOR inhibitor|PI3K inhibitor
BRD-K23984367-075-15-2,BRD-K23984367,sorafenib,FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RAF inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor
BRD-K24219278-001-01-6,BRD-K24219278,amineptine,dopamine receptor agonist
BRD-K24576554-001-04-8,BRD-K24576554,AT-9283,Aurora kinase inhibitor|JAK inhibitor
BRD-K31339321-001-03-6,BRD-K31339321,lirimilast,phosphodiesterase inhibitor
BRD-K31928526-001-02-1,BRD-K31928526,barasertib,Aurora kinase inhibitor
BRD-K32318651-001-23-7,BRD-K32318651,acyclovir,DNA polymerase inhibitor
BRD-K33251802-001-01-3,BRD-K33251802,miglustat,glycosyl transferase inhibitor
BRD-K34008116-001-01-7,BRD-K34008116,dolasetron,serotonin receptor antagonist
BRD-K34415467-003-13-0,BRD-K34415467,trimethobenzamide,histamine receptor antagonist
BRD-K35007173-001-07-5,BRD-K35007173,enprofylline,phosphodiesterase inhibitor
BRD-K35960502-001-20-0,BRD-K35960502,niclosamide,DNA replication inhibitor|STAT inhibitor
BRD-K36269323-300-02-6,BRD-K36269323,asymmetrical-dimethylarginine,nitric oxide synthase inhibitor
BRD-K36270037-001-01-7,BRD-K36270037,esculin,antioxidant
BRD-K36740062-001-06-6,BRD-K36740062,GSK1070916,Aurora kinase inhibitor
BRD-K36862742-001-25-6,BRD-K36862742,hydroflumethiazide,sodium/potassium/chloride transporter inhibitor
BRD-K36927236-001-32-6,BRD-K36927236,glyburide,ATP channel blocker|insulin secretagogue|sulfonylurea
BRD-K36970462-001-01-6,BRD-K36970462,tonabersat,gap junction modulator|nitric oxide production inhibitor
BRD-K37111771-300-02-6,BRD-K37111771,trientine,chelating agent
BRD-K37516142-001-10-5,BRD-K37516142,idebenone,calcium channel modulator
BRD-K38852836-001-02-1,BRD-K38852836,ganetespib,HSP inhibitor
BRD-K40175214-001-11-6,BRD-K40175214,torin-1,mTOR inhibitor
BRD-K40718343-001-02-6,BRD-K40718343,AEE788,EGFR inhibitor|VEGFR inhibitor
BRD-K41438959-001-01-7,BRD-K41438959,,
BRD-K41772907-001-01-2,BRD-K41772907,tolimidone,SRC activator
BRD-K42191735-001-05-3,BRD-K42191735,buparlisib,PI3K inhibitor
BRD-K42805893-001-04-9,BRD-K42805893,osimertinib,EGFR inhibitor
BRD-K42898655-001-01-8,BRD-K42898655,temsirolimus,mTOR inhibitor
BRD-K43586850-001-02-9,BRD-K43586850,lacidipine,calcium channel blocker
BRD-K43723251-001-01-5,BRD-K43723251,chenodeoxycholic-acid,11-beta hydroxysteroid dehydrogenase inhibitor|FXR agonist
